Matrix Name,cd_perf (ms),cusparse_perf (ms)
Dubcova1,0.0066,0.0148
Dubcova2,0.0087,0.0188
Dubcova3,0.0164,0.0333
EAT_RS,0.0127,0.0183
EAT_SR,0.0100,0.0179
EPA,0.0237,0.0176
EVA,0.0315,0.0212
EX1,0.0060,0.0122
EX2,0.0061,0.0123
EX3,0.0051,0.0131
EX4,0.0051,0.0132
EX5,0.0062,0.0151
EX6,0.0062,0.0153
Ecoli_10NN,0.0059,0.0118
Emilia_923,0.1799,0.2614
Erdos02,0.0246,0.0165
Erdos971,0.0080,0.0124
Erdos972,0.0213,0.0151
Erdos981,0.0081,0.0131
Erdos982,0.0222,0.0155
Erdos991,0.0079,0.0125
Erdos992,0.0231,0.0163
F1,0.1213,0.1935
F2,0.0259,0.0482
FA,0.0085,0.0151
FEM_3D_thermal1,0.0059,0.0156
FEM_3D_thermal2,0.0125,0.0306
Fashion_MNIST_norm_10NN,0.0076,0.0154
Fault_639,0.1274,0.1898
Flan_1565,0.5015,0.7748
Freescale1,0.1340,0.1447
Freescale2,0.1553,0.1663
FullChip,0.1622,0.1966
G1,0.0053,0.0126
G10,0.0054,0.0129
G11,0.0079,0.0129
G12,0.0083,0.0127
G13,0.0082,0.0125
G14,0.0068,0.0123
G15,0.0072,0.0123
G16,0.0069,0.0123
G17,0.0072,0.0123
G18,0.0069,0.0125
G19,0.0070,0.0123
G2,0.0052,0.0128
G20,0.0071,0.0124
G21,0.0072,0.0123
G22,0.0054,0.0130
G23,0.0056,0.0131
G24,0.0054,0.0128
G25,0.0054,0.0131
G26,0.0053,0.0131
G27,0.0056,0.0131
G28,0.0054,0.0128
G29,0.0054,0.0129
G2_circuit,0.0118,0.0182
G3,0.0053,0.0128
G30,0.0053,0.0134
G31,0.0053,0.0130
G32,0.0083,0.0132
G33,0.0081,0.0130
G34,0.0081,0.0130
G35,0.0073,0.0132
G36,0.0074,0.0131
G37,0.0074,0.0130
G38,0.0076,0.0130
G39,0.0074,0.0131
G3_circuit,0.0642,0.0675
G4,0.0051,0.0126
G40,0.0073,0.0130
G41,0.0075,0.0131
G42,0.0076,0.0130
G43,0.0050,0.0123
G44,0.0052,0.0126
G45,0.0052,0.0123
G46,0.0051,0.0122
G47,0.0050,0.0126
G48,0.0085,0.0134
G49,0.0079,0.0131
G5,0.0051,0.0126
G50,0.0083,0.0131
G51,0.0071,0.0126
G52,0.0071,0.0126
G53,0.0071,0.0126
G54,0.0070,0.0124
G55,0.0093,0.0139
G56,0.0094,0.0140
G57,0.0082,0.0138
G58,0.0075,0.0136
G59,0.0075,0.0136
G6,0.0055,0.0129
G60,0.0096,0.0142
G61,0.0098,0.0147
G62,0.0083,0.0141
G63,0.0080,0.0142
G64,0.0081,0.0147
G65,0.0082,0.0137
G66,0.0084,0.0144
G67,0.0084,0.0141
G7,0.0053,0.0128
G8,0.0054,0.0130
G9,0.0052,0.0123
GD00_c,0.0103,0.0129
GD06_Java,0.0091,0.0131
GD96_a,0.0151,0.0141
GT01R,0.0061,0.0158
G_n_pin_pout,0.0158,0.0251
Ga10As10H30,0.0348,0.0520
Ga19As19H42,0.0476,0.0680
Ga3As3H12,0.0336,0.0488
Ga41As41H72,0.0889,0.1256
GaAsH6,0.0162,0.0317
Ge87H76,0.0431,0.0683
Ge99H100,0.0455,0.0696
Geo_1438,0.2752,0.3929
Glass_10NN,0.0059,0.0120
Goodwin_010,0.0056,0.0129
Goodwin_013,0.0055,0.0129
Goodwin_017,0.0053,0.0137
Goodwin_023,0.0061,0.0144
Goodwin_030,0.0064,0.0148
Goodwin_040,0.0076,0.0159
Goodwin_054,0.0088,0.0183
Goodwin_071,0.0107,0.0229
Goodwin_095,0.0139,0.0287
Goodwin_127,0.0320,0.0477
H2O,0.0126,0.0253
HEP-th-new,0.0183,0.0213
HEP-th,0.0172,0.0203
HTC_336_4438,0.0158,0.0188
HTC_336_9129,0.0158,0.0187
HV15R,1.2064,2.1182
Hamrle2,0.0118,0.0148
Hamrle3,0.0604,0.0532
Hardesty1,0.0873,0.0855
Harvard500,0.0091,0.0129
Hook_1498,0.2718,0.3781
Ill_Stokes,0.0079,0.0161
JapaneseVowelsSmall_10NN,0.0066,0.0139
Journals,0.0051,0.0119
Kaufhold,0.0096,0.0145
Kohonen,0.0166,0.0166
Kuu,0.0060,0.0150
L-9,0.0098,0.0144
L,0.0093,0.0131
LF10000,0.0083,0.0143
LFAT5000,0.0098,0.0145
LeGresley_2508,0.0078,0.0140
LeGresley_4908,0.0091,0.0140
LeGresley_87936,0.0111,0.0169
Lederberg,0.0165,0.0163
Lin,0.0114,0.0237
Linux_call_graph,0.0178,0.0226
Long_Coup_dt0,0.3694,0.5397
Long_Coup_dt6,0.3695,0.5397
M10PI_n,0.0104,0.0134
M10PI_n1,0.0094,0.0127
M20PI_n,0.0118,0.0138
M20PI_n1,0.0118,0.0139
M40PI_n,0.0115,0.0139
M40PI_n1,0.0122,0.0139
M6,0.1944,0.2012
M80PI_n,0.0115,0.0145
M80PI_n1,0.0116,0.0144
MISKnowledgeMap,0.0057,0.0136
ML_Geer,0.4699,0.7261
ML_Laplace,0.1239,0.1965
Muu,0.0061,0.0142
NACA0015,0.0662,0.0707
NLR,0.2270,0.2415
Na5,0.0064,0.0147
NotreDame_www,0.0838,0.0383
NotreDame_yeast,0.0135,0.0143
ODLIS,0.0082,0.0140
OPF_10000,0.0138,0.0160
OPF_3754,0.0088,0.0148
OPF_6000,0.0108,0.0157
Olivetti_norm_10NN,0.0062,0.0124
Oregon-1,0.0152,0.0156
Oregon-2,0.0157,0.0155
PFlow_742,0.1825,0.2445
PGPgiantcompo,0.0150,0.0153
PR02R,0.0425,0.0636
Pd,0.0154,0.0150
Plants_10NN,0.0061,0.0127
Pres_Poisson,0.0068,0.0166
Queen_4147,1.4047,2.1909
RFdevice,0.0097,0.0164
RM07R,0.1674,0.2768
Raj1,0.0148,0.0206
Reuters911,0.0119,0.0170
Roget,0.0091,0.0132
S10PI_n,0.0103,0.0130
S10PI_n1,0.0094,0.0127
S20PI_n,0.0117,0.0138
S20PI_n1,0.0118,0.0135
S40PI_n,0.0115,0.0139
S40PI_n1,0.0122,0.0136
S80PI_n,0.0115,0.0144
S80PI_n1,0.0118,0.0146
SciMet,0.0121,0.0152
Serena,0.2791,0.3998
Si10H16,0.0079,0.0179
Si2,0.0050,0.0127
Si34H36,0.0258,0.0460
Si41Ge41H72,0.0741,0.1088
Si5H12,0.0078,0.0169
Si87H76,0.0563,0.0830
SiH4,0.0058,0.0139
SiNa,0.0058,0.0148
SiO,0.0100,0.0201
SiO2,0.0612,0.0832
Sieber,0.0079,0.0134
SmaGri,0.0081,0.0135
Spectro_10NN,0.0062,0.0127
Stanford,0.0415,0.0424
Stanford_Berkeley,0.0842,0.0637
StocF-1465,0.1320,0.1361
TEM152078,0.0359,0.0528
TEM181302,0.0422,0.0621
TEM27623,0.0072,0.0154
TS,0.0058,0.0131
TSC_OPF_1047,0.0125,0.0254
TSC_OPF_300,0.0078,0.0170
TSOPF_FS_b162_c1,0.0102,0.0162
TSOPF_FS_b162_c3,0.0133,0.0227
TSOPF_FS_b162_c4,0.0139,0.0264
TSOPF_FS_b300,0.0224,0.0479
TSOPF_FS_b300_c1,0.0224,0.0477
TSOPF_FS_b300_c2,0.0510,0.0956
TSOPF_FS_b300_c3,0.0778,0.1226
TSOPF_FS_b39_c19,0.0134,0.0237
TSOPF_FS_b39_c30,0.7227,0.0320
TSOPF_FS_b39_c7,0.0109,0.0172
TSOPF_FS_b9_c1,0.0085,0.0135
TSOPF_FS_b9_c6,0.0098,0.0145
TSOPF_RS_b162_c1,0.0082,0.0145
TSOPF_RS_b162_c3,0.0104,0.0164
TSOPF_RS_b162_c4,0.0109,0.0177
TSOPF_RS_b2052_c1,0.0402,0.0548
TSOPF_RS_b2383,0.0854,0.1175
TSOPF_RS_b2383_c1,0.0855,0.1177
TSOPF_RS_b300_c1,0.0114,0.0203
TSOPF_RS_b300_c2,0.0136,0.0304
TSOPF_RS_b300_c3,0.0175,0.0441
TSOPF_RS_b39_c19,0.0114,0.0166
TSOPF_RS_b39_c30,0.0126,0.0184
TSOPF_RS_b39_c7,0.0105,0.0148
TSOPF_RS_b678_c1,0.0185,0.0350
TSOPF_RS_b678_c2,0.0503,0.0660
TSOPF_RS_b9_c6,0.0093,0.0137
Transport,0.1204,0.1474
Trefethen_150,0.0056,0.0120
Trefethen_200,0.0057,0.0121
Trefethen_2000,0.0052,0.0127
Trefethen_20000,0.0073,0.0174
Trefethen_20000b,0.0073,0.0175
Trefethen_200b,0.0056,0.0123
Trefethen_300,0.0058,0.0121
Trefethen_500,0.0050,0.0127
Trefethen_700,0.0049,0.0128
USAir97,0.0070,0.0121
USpowerGrid,0.0128,0.0149
Vehicle_10NN,0.0063,0.0128
Wordnet3,0.0450,0.0178
YaleA_10NN,0.0059,0.0118
YaleB_10NN,0.0061,0.0137
Zd_Jac2,0.0170,0.0223
Zd_Jac2_db,0.0236,0.0186
Zd_Jac3,0.0173,0.0245
Zd_Jac3_db,0.0238,0.0181
Zd_Jac6,0.0174,0.0234
Zd_Jac6_db,0.0237,0.0181
Zewail,0.0115,0.0146
Zhao1,0.0091,0.0151
Zhao2,0.0091,0.0149
a0nsdsil,0.4833,0.0161
a2nnsnsl,0.4765,0.0163
a5esindl,0.3655,0.0159
adaptive,0.2375,0.2361
add20,0.0102,0.0140
add32,0.0098,0.0141
adder_dcop_01,0.0091,0.0136
adder_dcop_02,0.0087,0.0138
adder_dcop_03,0.0091,0.0138
adder_dcop_04,0.0093,0.0141
adder_dcop_05,0.0094,0.0136
adder_dcop_06,0.0085,0.0138
adder_dcop_07,0.0084,0.0135
adder_dcop_08,0.0084,0.0134
adder_dcop_09,0.0084,0.0134
adder_dcop_10,0.0086,0.0139
adder_dcop_11,0.0085,0.0134
adder_dcop_12,0.0087,0.0134
adder_dcop_13,0.0086,0.0135
adder_dcop_14,0.0088,0.0137
adder_dcop_15,0.0087,0.0139
adder_dcop_16,0.0087,0.0135
adder_dcop_17,0.0086,0.0135
adder_dcop_18,0.0086,0.0134
adder_dcop_19,0.0088,0.0138
adder_dcop_20,0.0087,0.0137
adder_dcop_21,0.0087,0.0138
adder_dcop_22,0.0087,0.0136
adder_dcop_23,0.0088,0.0136
adder_dcop_24,0.0086,0.0134
adder_dcop_25,0.0086,0.0134
adder_dcop_26,0.0086,0.0135
adder_dcop_27,0.0087,0.0134
adder_dcop_28,0.0086,0.0134
adder_dcop_29,0.0087,0.0134
adder_dcop_30,0.0086,0.0136
adder_dcop_31,0.0088,0.0137
adder_dcop_32,0.0087,0.0134
adder_dcop_33,0.0088,0.0137
adder_dcop_34,0.0088,0.0136
adder_dcop_35,0.0086,0.0133
adder_dcop_36,0.0086,0.0135
adder_dcop_37,0.0087,0.0137
adder_dcop_38,0.0088,0.0137
adder_dcop_39,0.0088,0.0137
adder_dcop_40,0.0086,0.0133
adder_dcop_41,0.0086,0.0135
adder_dcop_42,0.0086,0.0135
adder_dcop_43,0.0087,0.0134
adder_dcop_44,0.0087,0.0136
adder_dcop_45,0.0086,0.0135
adder_dcop_46,0.0087,0.0135
adder_dcop_47,0.0086,0.0133
adder_dcop_48,0.0086,0.0133
adder_dcop_49,0.0088,0.0137
adder_dcop_50,0.0087,0.0134
adder_dcop_51,0.0088,0.0137
adder_dcop_52,0.0087,0.0137
adder_dcop_53,0.0086,0.0135
adder_dcop_54,0.0087,0.0134
adder_dcop_55,0.0086,0.0133
adder_dcop_56,0.0088,0.0135
adder_dcop_57,0.0087,0.0133
adder_dcop_58,0.0088,0.0137
adder_dcop_59,0.0088,0.0137
adder_dcop_60,0.0088,0.0137
adder_dcop_61,0.0086,0.0134
adder_dcop_62,0.0088,0.0137
adder_dcop_63,0.0086,0.0133
adder_dcop_64,0.0088,0.0137
adder_dcop_65,0.0086,0.0135
adder_dcop_66,0.0087,0.0134
adder_dcop_67,0.0087,0.0134
adder_dcop_68,0.0086,0.0136
adder_dcop_69,0.0088,0.0137
adder_trans_01,0.0076,0.0133
adder_trans_02,0.0078,0.0133
af23560,0.0064,0.0158
af_0_k101,0.0824,0.1164
af_1_k101,0.0824,0.1164
af_2_k101,0.0824,0.1166
af_3_k101,0.0824,0.1166
af_4_k101,0.0824,0.1164
af_5_k101,0.0824,0.1165
af_shell1,0.0826,0.1168
af_shell10,0.2325,0.3205
af_shell2,0.0827,0.1172
af_shell3,0.0826,0.1168
af_shell4,0.0827,0.1168
af_shell5,0.0827,0.1168
af_shell6,0.0827,0.1171
af_shell7,0.0827,0.1171
af_shell8,0.0827,0.1173
af_shell9,0.0826,0.1170
aft01,0.0061,0.0139
aft02,0.0062,0.0137
airfoil1,0.0070,0.0139
airfoil1_dual,0.0108,0.0151
airfoil_2d,0.0065,0.0147
ak2010,0.0103,0.0160
al2010,0.0156,0.0229
amazon-2008,0.0405,0.0482
amazon0302,0.0178,0.0260
amazon0312,0.0296,0.0422
amazon0505,0.0294,0.0422
amazon0601,0.0297,0.0429
analytics,0.0252,0.0281
apache1,0.0084,0.0162
apache2,0.0346,0.0445
appu,0.0132,0.0258
ar2010,0.0133,0.0199
arabic-2005,2.9860,4.2747
arc130,0.0063,0.0118
as-22july06,0.0169,0.0156
as-735,0.0131,0.0152
as-Skitter,0.1655,0.1706
as-caida,0.0180,0.0169
ash292,0.0069,0.0130
asia_osm,0.3310,0.2958
astro-ph,0.0100,0.0162
atmosmodd,0.0621,0.0691
atmosmodj,0.0621,0.0690
atmosmodl,0.0687,0.0775
atmosmodm,0.0688,0.0777
audikw_1,0.3352,0.5227
aug2d,0.0143,0.0153
aug2dc,0.0137,0.0159
aug3d,0.0146,0.0153
aug3dcqp,0.0135,0.0155
auto,0.0747,0.0822
av41092,0.0156,0.0211
az2010,0.0189,0.0268
b2_ss,0.0091,0.0133
b_dyn,0.0091,0.0137
barrier2-1,0.0188,0.0350
barrier2-10,0.0192,0.0358
barrier2-11,0.0192,0.0361
barrier2-12,0.0191,0.0355
barrier2-2,0.0188,0.0354
barrier2-3,0.0188,0.0350
barrier2-4,0.0188,0.0350
barrier2-9,0.0191,0.0357
barth,0.0079,0.0140
barth4,0.0074,0.0138
barth5,0.0075,0.0142
bauru5727,0.0147,0.0158
bayer01,0.0102,0.0156
bayer02,0.0094,0.0143
bayer03,0.0085,0.0140
bayer04,0.0105,0.0157
bayer05,0.0083,0.0145
bayer06,0.0083,0.0141
bayer07,0.0083,0.0145
bayer08,0.0082,0.0136
bayer09,0.0102,0.0138
bayer10,0.0082,0.0140
bbmat,0.0097,0.0233
bcircuit,0.0097,0.0161
bcspwr04,0.0074,0.0120
bcspwr05,0.0087,0.0126
bcspwr06,0.0102,0.0134
bcspwr07,0.0104,0.0133
bcspwr08,0.0102,0.0135
bcspwr09,0.0116,0.0139
bcspwr10,0.0111,0.0143
bcsstk02,0.0047,0.0111
bcsstk04,0.0048,0.0121
bcsstk05,0.0058,0.0123
bcsstk06,0.0050,0.0126
bcsstk07,0.0050,0.0128
bcsstk08,0.0076,0.0129
bcsstk09,0.0057,0.0132
bcsstk10,0.0049,0.0126
bcsstk11,0.0052,0.0128
bcsstk12,0.0052,0.0126
bcsstk13,0.0055,0.0131
bcsstk14,0.0055,0.0129
bcsstk15,0.0052,0.0136
bcsstk16,0.0060,0.0148
bcsstk17,0.0069,0.0150
bcsstk18,0.0074,0.0138
bcsstk19,0.0062,0.0125
bcsstk20,0.0072,0.0125
bcsstk21,0.0069,0.0131
bcsstk23,0.0061,0.0134
bcsstk24,0.0053,0.0138
bcsstk25,0.0069,0.0147
bcsstk26,0.0060,0.0130
bcsstk27,0.0050,0.0127
bcsstk28,0.0054,0.0141
bcsstk29,0.0070,0.0163
bcsstk30,0.0108,0.0244
bcsstk31,0.0080,0.0191
bcsstk32,0.0100,0.0240
bcsstk33,0.0066,0.0165
bcsstk34,0.0052,0.0120
bcsstk35,0.0078,0.0193
bcsstk36,0.0074,0.0184
bcsstk37,0.0074,0.0182
bcsstk38,0.0070,0.0145
bcsstk39,0.0098,0.0239
bcsstm07,0.0049,0.0120
bcsstm08,0.0137,0.0145
bcsstm09,0.0137,0.0145
bcsstm10,0.0050,0.0128
bcsstm11,0.0172,0.0149
bcsstm12,0.0062,0.0129
bcsstm13,0.0129,0.0144
bcsstm21,0.0179,0.0150
bcsstm23,0.0185,0.0154
bcsstm24,0.0179,0.0156
bcsstm25,0.0219,0.0163
bcsstm26,0.0213,0.0147
bcsstm27,0.0050,0.0128
bcsstm34,0.0051,0.0122
bcsstm35,0.0374,0.0200
bcsstm36,0.0070,0.0151
bcsstm37,0.0343,0.0207
bcsstm38,0.0213,0.0172
bcsstm39,0.0224,0.0173
belgium_osm,0.0446,0.0394
benzene,0.0059,0.0145
bfly,0.0092,0.0158
bfwa398,0.0060,0.0126
bfwa782,0.0058,0.0125
bfwb398,0.0066,0.0122
bfwb782,0.0061,0.0128
bibd_81_2,0.0185,0.0154
big,0.0075,0.0140
big_dual,0.0111,0.0151
biplane-9,0.0102,0.0150
bips07_1693,0.0143,0.0151
bips07_1998,0.0127,0.0152
bips07_2476,0.0128,0.0152
bips07_3078,0.0144,0.0151
bips98_1142,0.0126,0.0149
bips98_1450,0.0131,0.0149
bips98_606,0.0105,0.0145
blckhole,0.0071,0.0132
blockqp1,0.0145,0.0207
bloweya,0.0128,0.0148
bloweybl,0.0139,0.0154
bloweybq,0.0731,0.0142
bmw3_2,0.0562,0.0842
bmw7st_1,0.0387,0.0591
bmwcra_1,0.0536,0.0847
bodyy4,0.0081,0.0146
bodyy5,0.0086,0.0141
bodyy6,0.0087,0.0145
bone010,0.3091,0.4744
boneS01,0.0364,0.0543
boneS10,0.2389,0.3585
boyd1,0.0128,0.0334
boyd2,0.0175,0.0247
bp_0,0.0100,0.0133
bp_1000,0.0091,0.0127
bp_1200,0.0089,0.0125
bp_1400,0.0090,0.0127
bp_1600,0.0091,0.0128
bp_200,0.0090,0.0130
bp_400,0.0090,0.0129
bp_600,0.0089,0.0128
bp_800,0.0095,0.0132
brack2,0.0087,0.0174
brainpc2,0.0096,0.0152
bratu3d,0.0119,0.0152
breasttissue_10NN,0.0045,0.0109
bundle1,0.0080,0.0174
bundle_adj,3.8243,0.1485
bwm2000,0.0086,0.0131
c-18,0.0120,0.0140
c-19,0.0096,0.0141
c-20,0.0109,0.0143
c-21,0.0108,0.0146
c-22,0.0128,0.0144
c-23,0.0135,0.0147
c-24,0.0123,0.0149
c-25,0.0103,0.0146
c-26,0.0112,0.0146
c-27,0.0125,0.0147
c-28,0.0123,0.0149
c-29,0.0140,0.0147
c-30,0.0137,0.0149
c-31,0.0116,0.0145
c-32,0.0128,0.0148
c-33,0.0138,0.0151
c-34,0.0142,0.0145
c-35,0.0135,0.0149
c-36,0.0137,0.0148
c-37,0.0130,0.0149
c-38,0.0136,0.0147
c-39,0.0122,0.0147
c-40,0.0123,0.0146
c-41,0.0133,0.0155
c-42,0.0114,0.0154
c-43,0.0131,0.0154
c-44,0.0119,0.0150
c-45,0.0141,0.0150
c-46,0.0133,0.0153
c-47,0.0142,0.0155
c-48,0.0128,0.0155
c-49,0.0140,0.0152
c-50,0.0134,0.0157
c-51,0.0133,0.0157
c-52,0.0133,0.0153
c-53,0.0137,0.0165
c-54,0.0130,0.0166
c-55,0.0139,0.0170
c-56,0.0132,0.0163
c-57,0.2390,0.0166
c-58,0.0152,0.0173
c-59,0.0145,0.0168
c-60,0.0137,0.0161
c-61,0.0133,0.0164
c-62,0.0151,0.0175
c-62ghs,0.0152,0.0177
c-63,0.0129,0.0168
c-64,0.0155,0.0201
c-64b,0.0155,0.0201
c-65,0.0136,0.0164
c-66,0.0153,0.0169
c-66b,0.0153,0.0169
c-67,0.0150,0.0166
c-67b,0.0151,0.0171
c-68,0.0140,0.0174
c-69,0.0144,0.0176
c-70,0.0152,0.0174
c-71,0.0150,0.0187
c-72,0.0151,0.0176
c-73,0.0176,0.0206
c-73b,0.0176,0.0205
c-big,0.0201,0.0270
ca-AstroPh,0.0105,0.0187
ca-CondMat,0.0111,0.0167
ca-GrQc,0.0089,0.0143
ca-HepPh,0.0104,0.0164
ca-HepTh,0.0106,0.0151
ca2010,0.0339,0.0464
cage,0.0056,0.0122
cage10,0.0071,0.0142
cage11,0.0093,0.0162
cage12,0.0124,0.0245
cage13,0.0441,0.0599
cage14,0.1371,0.1778
cage15,0.4901,0.6552
cage7,0.0060,0.0128
cage8,0.0066,0.0129
cage9,0.0069,0.0134
caidaRouterLevel,0.0357,0.0312
can_1054,0.0059,0.0127
can_1072,0.0060,0.0129
can_144,0.0057,0.0119
can_161,0.0056,0.0118
can_187,0.0057,0.0115
can_229,0.0058,0.0120
can_256,0.0063,0.0122
can_268,0.0063,0.0125
can_292,0.0062,0.0125
can_445,0.0061,0.0121
can_634,0.0058,0.0125
can_715,0.0058,0.0121
can_838,0.0058,0.0129
cant,0.0160,0.0354
case39,0.0116,0.0210
case9,0.0098,0.0147
cavity01,0.0049,0.0119
cavity02,0.0054,0.0120
cavity03,0.0051,0.0124
cavity04,0.0051,0.0117
cavity05,0.0053,0.0132
cavity06,0.0056,0.0131
cavity07,0.0052,0.0130
cavity08,0.0054,0.0129
cavity09,0.0052,0.0129
cavity10,0.0054,0.0132
cavity11,0.0063,0.0137
cavity12,0.0053,0.0132
cavity13,0.0063,0.0134
cavity14,0.0052,0.0131
cavity15,0.0062,0.0131
cavity16,0.0052,0.0140
cavity17,0.0054,0.0137
cavity18,0.0052,0.0136
cavity19,0.0055,0.0140
cavity20,0.0053,0.0140
cavity21,0.0056,0.0136
cavity22,0.0052,0.0136
cavity23,0.0056,0.0136
cavity24,0.0054,0.0138
cavity25,0.0055,0.0137
cavity26,0.0051,0.0135
cbuckle,0.0066,0.0171
cca,0.0114,0.0160
ccc,0.0114,0.0154
cdde1,0.0082,0.0130
cdde2,0.0082,0.0131
cdde3,0.0083,0.0129
cdde4,0.0084,0.0134
cdde5,0.0083,0.0130
cdde6,0.0083,0.0132
cegb2802,0.0061,0.0147
cegb2919,0.0062,0.0142
cegb3024,0.0051,0.0135
cegb3306,0.0050,0.0133
celegans_metabolic,0.0072,0.0121
celegansneural,0.0067,0.0125
cell1,0.0086,0.0143
cell2,0.0085,0.0140
cfd1,0.0096,0.0230
cfd2,0.0123,0.0274
ch5-5-b3,0.0083,0.0128
ch7-8-b5,0.0092,0.0179
channel-500x100x100-b050,0.3931,0.5235
chem_master1,0.0087,0.0157
chipcool0,0.0071,0.0158
chipcool1,0.0071,0.0152
circuit204,0.0083,0.0125
circuit5M,0.3570,0.4717
circuit5M_dc,0.1354,0.1462
circuit_1,0.0073,0.0134
circuit_2,0.0128,0.0148
circuit_3,0.0117,0.0150
circuit_4,0.0137,0.0161
cit-HepPh,0.0181,0.0224
cit-HepTh,0.0182,0.0209
cit-Patents,0.2353,0.2240
citationCiteseer,0.0397,0.0430
ck400,0.0068,0.0125
ck656,0.0072,0.0122
ckt11752_dc_1,0.0127,0.0160
ckt11752_tr_0,0.0125,0.0159
cnae9_10NN,0.0065,0.0127
cnr-2000,0.0350,0.0314
co2010,0.0143,0.0205
coAuthorsCiteseer,0.0243,0.0256
coAuthorsDBLP,0.0304,0.0305
coPapersCiteseer,0.1572,0.2375
coPapersDBLP,0.1509,0.2290
coater1,0.0069,0.0126
coater2,0.0066,0.0143
collins_15NN,0.0051,0.0126
com-Amazon,0.0337,0.0389
com-DBLP,0.0365,0.0388
com-LiveJournal,0.6314,0.6456
com-Orkut,2.4162,2.5857
com-Youtube,0.0846,0.0699
commanche_dual,0.0084,0.0138
comsol,0.0055,0.0133
cond-mat-2003,0.0127,0.0172
cond-mat-2005,0.0135,0.0185
cond-mat,0.0106,0.0152
conf5_0-4x4-10,0.0053,0.0133
conf5_0-4x4-14,0.0052,0.0131
conf5_0-4x4-18,0.0053,0.0131
conf5_0-4x4-22,0.0051,0.0129
conf5_0-4x4-26,0.0051,0.0130
conf5_4-8x8-05,0.0100,0.0229
conf5_4-8x8-10,0.0099,0.0228
conf5_4-8x8-15,0.0100,0.0234
conf5_4-8x8-20,0.0100,0.0230
conf6_0-4x4-20,0.0052,0.0131
conf6_0-4x4-30,0.0052,0.0130
conf6_0-8x8-20,0.0101,0.0233
conf6_0-8x8-30,0.0100,0.0230
conf6_0-8x8-80,0.0100,0.0231
consph,0.0327,0.0531
cont-201,0.0093,0.0163
cont-300,0.0111,0.0185
cop20k_A,0.1394,0.0615
copter1,0.0068,0.0151
copter2,0.0086,0.0173
coupled,0.0112,0.0147
crack,0.0091,0.0142
crack_dual,0.0111,0.0155
crankseg_1,0.0541,0.0943
crankseg_2,0.0703,0.1221
crashbasis,0.0101,0.0229
crplat2,0.0070,0.0179
cryg10000,0.0083,0.0140
cryg2500,0.0083,0.0137
crystk01,0.0059,0.0149
crystk02,0.0073,0.0183
crystk03,0.0089,0.0229
crystm01,0.0052,0.0138
crystm02,0.0062,0.0152
crystm03,0.0073,0.0159
cs4,0.0110,0.0157
ct2010,0.0111,0.0169
ct20stif,0.0119,0.0267
cti,0.0074,0.0147
cvxbqp1,0.0088,0.0159
cvxqp3,0.0090,0.0154
cyl6,0.0068,0.0165
cz10228,0.0065,0.0142
cz1268,0.0064,0.0134
cz148,0.0059,0.0118
cz20468,0.0070,0.0150
cz2548,0.0066,0.0136
cz308,0.0062,0.0126
cz40948,0.0073,0.0155
cz5108,0.0065,0.0137
cz628,0.0061,0.0124
