Matrix Name,square_ratio
internet,0.116029
invextr1_new,0.251928
iprob,0.385160
iris_dataset_30NN,0.521867
italy_osm,0.454508
jagmesh1,0.438870
jagmesh2,0.454153
jagmesh3,0.448008
jagmesh4,0.428279
jagmesh5,0.425692
jagmesh6,0.427220
jagmesh7,0.436841
jagmesh8,0.435567
jagmesh9,0.445763
jan99jac020,0.202378
jan99jac020sc,0.202378
jan99jac040,0.188273
jan99jac040sc,0.188273
jan99jac060,0.183249
jan99jac060sc,0.183249
jan99jac080,0.180599
jan99jac080sc,0.180599
jan99jac100,0.179696
jan99jac100sc,0.179696
jan99jac120,0.179142
jan99jac120sc,0.179142
jazz,0.271401
jnlbrng1,0.476168
jpwh_991,0.360841
juba40k,0.209406
k1_san,0.391216
k3plates,0.460617
k49_norm_10NN,0.435148
kim1,0.453233
kim2,0.472103
kineticBatchReactor_1,0.267580
kineticBatchReactor_2,0.257057
kineticBatchReactor_3,0.259369
kineticBatchReactor_4,0.257134
kineticBatchReactor_5,0.258735
kineticBatchReactor_6,0.258791
kineticBatchReactor_7,0.258493
kineticBatchReactor_8,0.259982
kineticBatchReactor_9,0.261409
kkt_power,0.164194
kmer_A2a,0.465834
kmer_P1a,0.462167
kmer_U1a,0.469129
kmer_V1r,0.462109
kmer_V2a,0.461932
kmnist_norm_10NN,0.440602
kron_g500-logn16,0.011055
kron_g500-logn17,0.008546
kron_g500-logn18,0.006629
kron_g500-logn19,0.004697
kron_g500-logn20,0.003268
kron_g500-logn21,0.002527
ks2010,0.393407
ky2010,0.365130
la2010,0.372736
laminar_duct3D,0.244895
language,0.328611
largebasis,0.534085
laser,0.411947
lhr01,0.077993
lhr02,0.077785
lhr04,0.096033
lhr04c,0.096033
lhr07,0.107453
lhr07c,0.107453
lhr10,0.112213
lhr10c,0.112213
lhr11,0.107349
lhr11c,0.107349
lhr14,0.109952
lhr14c,0.109952
lhr17,0.111564
lhr17c,0.111564
lhr34,0.111590
lhr34c,0.111590
lhr71,0.111594
lhr71c,0.111594
li,0.254572
light_in_tissue,0.500140
linverse,0.489107
ljournal-2008,0.032920
lns_3937,0.350013
lns_511,0.275734
lnsp3937,0.349850
lnsp_511,0.275734
loc-Brightkite,0.047782
loc-Gowalla,0.049148
lock1074,0.391030
lock2232,0.421989
lock3491,0.391615
lock_700,0.314490
lowThrust_1,0.299986
lowThrust_10,0.317502
lowThrust_11,0.316309
lowThrust_12,0.318000
lowThrust_13,0.317885
lowThrust_2,0.353898
lowThrust_3,0.356280
lowThrust_4,0.342189
lowThrust_5,0.314739
lowThrust_6,0.316181
lowThrust_7,0.316454
lowThrust_8,0.313859
lowThrust_9,0.317235
lp1,0.373032
lpl1,0.254039
lshp1009,0.454153
lshp1270,0.456515
lshp1561,0.458992
lshp1882,0.460583
lshp2233,0.462307
lshp2614,0.463751
lshp3025,0.464719
lshp3466,0.465808
lshp_265,0.440783
lshp_406,0.441493
lshp_577,0.446432
lshp_778,0.450294
lund_a,0.377620
lund_b,0.377620
lung1,0.443518
lung2,0.390344
luxembourg_osm,0.454761
m133-b3,0.526777
m14b,0.472906
m3plates,0.171472
m_t1,0.423292
ma2010,0.362627
mac_econ_fwd500,0.251382
mahindas,0.052621
majorbasis,0.354630
man_5976,0.432102
marine1,0.430259
mario001,0.409225
mario002,0.409487
mark3jac020,0.250384
mark3jac020sc,0.250384
mark3jac040,0.250554
mark3jac040sc,0.250554
mark3jac060,0.250591
mark3jac060sc,0.250591
mark3jac080,0.250624
mark3jac080sc,0.250624
mark3jac100,0.250632
mark3jac100sc,0.250632
mark3jac120,0.250648
mark3jac120sc,0.250648
mark3jac140,0.250659
mark3jac140sc,0.250659
matrix-new_3,0.442795
matrix_9,0.455444
mbeacxc,0.191805
mbeaflw,0.191805
mbeause,0.151116
mc2depi,0.478598
mcca,0.103704
mcfe,0.275831
md2010,0.341423
me2010,0.344190
meg1,0.058369
meg4,0.265748
memchip,0.415313
memplus,0.206481
mesh2e1,0.434448
mesh2em5,0.434448
mesh3e1,0.421547
mesh3em5,0.421547
mhd1280a,0.310590
mhd1280b,0.217414
mhd3200a,0.348837
mhd3200b,0.339631
mhd4800a,0.349577
mhd4800b,0.340371
mhda416,0.337001
mhdb416,0.327062
mi2010,0.374235
mice_10NN,0.493189
micromass_10NN,0.409372
mimo28x28_system,0.198555
mimo46x46_system,0.198560
mimo8x8_system,0.198655
minnesota,0.423699
minsurfo,0.475293
mip1,0.034624
mixtank_new,0.304591
mn2010,0.375122
mnist_test_norm_10NN,0.466900
mo2010,0.367005
mono_500Hz,0.397828
mosfet2,0.357611
mouse_gene,0.070253
mplate,0.323837
ms2010,0.368417
msc00726,0.358648
msc01050,0.277946
msc01440,0.436925
msc04515,0.367749
msc10848,0.398349
msc23052,0.416985
msdoor,0.476640
mt2010,0.358959
mult_dcop_01,0.291323
mult_dcop_02,0.291323
mult_dcop_03,0.291086
mycielskian10,0.285742
mycielskian11,0.255238
mycielskian12,0.229279
mycielskian13,0.205534
mycielskian14,0.185464
mycielskian15,0.166606
mycielskian16,0.149553
mycielskian17,0.135534
mycielskian18,0.121960
mycielskian19,0.110294
mycielskian7,0.398892
mycielskian8,0.356240
mycielskian9,0.321012
n3c6-b7,0.480000
nasa1824,0.363472
nasa2146,0.420217
nasa2910,0.356422
nasa4704,0.366212
nasasrb,0.457160
nc2010,0.362918
ncvxbqp1,0.397465
ncvxqp1,0.336949
ncvxqp3,0.341136
ncvxqp5,0.361168
ncvxqp7,0.318701
ncvxqp9,0.332439
nd12k,0.396792
nd2010,0.371969
nd24k,0.400681
nd3k,0.395862
nd6k,0.395525
ne2010,0.387371
nemeth01,0.525200
nemeth02,0.497270
nemeth03,0.497270
nemeth04,0.497270
nemeth05,0.497270
nemeth06,0.497270
nemeth07,0.497270
nemeth08,0.497261
nemeth09,0.497043
nemeth10,0.491315
nemeth11,0.490786
nemeth12,0.498174
nemeth13,0.499728
nemeth14,0.504049
nemeth15,0.522818
nemeth16,0.536226
nemeth17,0.538283
nemeth18,0.541334
nemeth19,0.537885
nemeth20,0.526383
nemeth21,0.526204
nemeth22,0.526930
nemeth23,0.510625
nemeth24,0.506504
nemeth25,0.507097
nemeth26,0.507097
net100,0.196402
net125,0.186146
net150,0.179383
net25,0.282078
net4-1,0.176982
net50,0.224563
net75,0.210145
netherlands_osm,0.433962
netscience,0.148596
netz4504,0.452041
netz4504_dual,0.436481
nh2010,0.343779
nj2010,0.378117
nlpkkt120,0.457606
nlpkkt160,0.463067
nlpkkt200,0.466387
nlpkkt240,0.468619
nlpkkt80,0.446946
nm2010,0.364745
nmos3,0.509782
nnc1374,0.374908
nnc261,0.345885
nnc666,0.361618
nopoly,0.416116
nopss_11k,0.191900
nos1,0.367071
nos2,0.369555
nos3,0.434794
nos5,0.432848
nos6,0.447102
nos7,0.434417
ns3Da,0.356489
nv1,0.348865
nv2,0.462070
nv2010,0.359785
nxp1,0.391300
ny2010,0.392206
obstclae,0.468599
odepa400,0.480000
offshore,0.498663
oh2010,0.379903
ohne2,0.365719
oilpan,0.476872
ok2010,0.370668
olafu,0.391390
olesnik0,0.384360
olm1000,0.321198
olm2000,0.320599
olm500,0.322392
olm5000,0.320240
onera_dual,0.460820
onetone1,0.094066
onetone2,0.222401
opt1,0.400569
optdigits_10NN,0.468584
or2010,0.364465
orani678,0.016609
orbitRaising_1,0.283317
orbitRaising_2,0.256095
orbitRaising_3,0.253942
orbitRaising_4,0.268014
orsirr_1,0.436192
orsirr_2,0.439810
orsreg_1,0.451407
oscil_dcop_01,0.364803
oscil_dcop_02,0.364803
oscil_dcop_03,0.364803
oscil_dcop_04,0.364803
oscil_dcop_05,0.364803
oscil_dcop_06,0.364803
oscil_dcop_07,0.364803
oscil_dcop_08,0.364803
oscil_dcop_09,0.364803
oscil_dcop_10,0.364803
oscil_dcop_11,0.364803
oscil_dcop_12,0.364803
oscil_dcop_13,0.364803
oscil_dcop_14,0.364803
oscil_dcop_15,0.364803
oscil_dcop_16,0.364803
oscil_dcop_17,0.364803
oscil_dcop_18,0.364803
oscil_dcop_19,0.364803
oscil_dcop_20,0.364803
oscil_dcop_21,0.364803
oscil_dcop_22,0.364803
oscil_dcop_23,0.364803
oscil_dcop_24,0.364803
oscil_dcop_25,0.364803
oscil_dcop_26,0.364803
oscil_dcop_27,0.364803
oscil_dcop_28,0.364803
oscil_dcop_29,0.364803
oscil_dcop_30,0.364803
oscil_dcop_31,0.364803
oscil_dcop_32,0.364803
oscil_dcop_33,0.364803
oscil_dcop_34,0.364803
oscil_dcop_35,0.364803
oscil_dcop_36,0.364803
oscil_dcop_37,0.364803
oscil_dcop_38,0.364803
oscil_dcop_39,0.364803
oscil_dcop_40,0.364803
oscil_dcop_41,0.364803
oscil_dcop_42,0.364803
oscil_dcop_43,0.364803
oscil_dcop_44,0.364803
oscil_dcop_45,0.364803
oscil_dcop_46,0.364803
oscil_dcop_47,0.364803
oscil_dcop_48,0.364803
oscil_dcop_49,0.364803
oscil_dcop_50,0.364803
oscil_dcop_51,0.364803
oscil_dcop_52,0.364803
oscil_dcop_53,0.364803
oscil_dcop_54,0.364803
oscil_dcop_55,0.364803
oscil_dcop_56,0.364803
oscil_dcop_57,0.364803
oscil_trans_01,0.383202
p2p-Gnutella04,0.113901
p2p-Gnutella05,0.112408
p2p-Gnutella06,0.112196
p2p-Gnutella08,0.103007
p2p-Gnutella09,0.099253
p2p-Gnutella24,0.083503
p2p-Gnutella25,0.082747
p2p-Gnutella30,0.081958
p2p-Gnutella31,0.081923
pa2010,0.384392
packing-500x100x100-b050,0.404788
para-10,0.341804
para-4,0.341698
para-5,0.341804
para-6,0.341804
para-7,0.341804
para-8,0.341804
para-9,0.341804
parabolic_fem,0.543697
patents,0.092935
patents_main,0.101110
pattern1,0.206453
pcrystk02,0.415026
pcrystk03,0.414799
pct20stif,0.381189
pdb1HYS,0.390129
pde225,0.439111
pde2961,0.466133
pde900,0.455217
pds10,0.298614
pesa,0.461156
pf2177,0.492018
pfinan512,0.329636
piston,0.324665
pkustk01,0.309341
pkustk02,0.336976
pkustk03,0.392084
pkustk04,0.259023
pkustk05,0.340742
pkustk06,0.338746
pkustk07,0.347015
pkustk08,0.346496
pkustk09,0.349950
pkustk10,0.458103
pkustk11,0.332974
pkustk12,0.350268
pkustk13,0.412967
pkustk14,0.293877
plantsmargin_12NN,0.478745
plantstexture_10NN,0.482583
plat1919,0.413073
plat362,0.400331
plbuckle,0.404847
pli,0.254572
plsk1919,0.166309
plskz362,0.154452
poisson2D,0.470239
poisson3Da,0.395357
poisson3Db,0.424186
polblogs,0.036020
poli,0.311685
poli3,0.291820
poli4,0.279694
poli_large,0.296333
pores_2,0.340646
pores_3,0.348416
power,0.312443
power197k,0.019469
power9,0.444408
powersim,0.201786
pre2,0.260446
preferentialAttachment,0.359838
problem1,0.474339
psmigr_1,0.156820
psmigr_2,0.155570
psmigr_3,0.156820
pwt,0.491332
pwtk,0.465914
qa8fk,0.415225
qa8fm,0.415225
qc2534,0.479590
qc324,0.481110
qh1484,0.358838
qh768,0.327896
qh882,0.320756
qpband,0.513438
radfr1,0.297914
radiation,0.408823
raefsky1,0.395015
raefsky2,0.395015
raefsky3,0.456622
raefsky4,0.415520
raefsky5,0.265932
raefsky6,0.236921
rail_1357,0.463653
rail_20209,0.474512
rail_5177,0.470541
rail_79841,0.476652
rajat01,0.253327
rajat02,0.351663
rajat03,0.439934
rajat04,0.308497
rajat05,0.370106
rajat06,0.441009
rajat07,0.441856
rajat08,0.442466
rajat09,0.442893
rajat10,0.443228
rajat12,0.272527
rajat13,0.387341
rajat14,0.315185
rajat15,0.128536
rajat16,0.240573
rajat17,0.240573
rajat18,0.270885
rajat19,0.249463
rajat20,0.247116
rajat21,0.341763
rajat22,0.291747
rajat23,0.309689
rajat24,0.334000
rajat25,0.249298
rajat26,0.292811
rajat27,0.204005
rajat28,0.249298
rajat29,0.291296
rajat30,0.307996
rajat31,0.446165
ramage02,0.391185
rbsa480,0.363021
rbsb480,0.364444
rdb1250,0.455053
rdb1250l,0.455053
rdb200,0.446600
rdb200l,0.446600
rdb2048,0.460725
rdb2048_noL,0.460725
rdb3200l,0.464256
rdb450,0.444247
rdb450l,0.444247
rdb5000,0.467325
rdb800l,0.448775
rdb968,0.452031
rdist1,0.264091
rdist2,0.265251
rdist3a,0.256217
reorientation_1,0.319879
reorientation_2,0.292635
reorientation_3,0.284080
reorientation_4,0.286535
reorientation_5,0.287431
reorientation_6,0.286255
reorientation_7,0.289191
reorientation_8,0.287119
rgg_n_2_15_s0,0.358652
rgg_n_2_16_s0,0.365050
rgg_n_2_17_s0,0.370654
rgg_n_2_18_s0,0.374687
rgg_n_2_19_s0,0.378199
rgg_n_2_20_s0,0.382736
rgg_n_2_21_s0,0.385086
rgg_n_2_22_s0,0.388674
rgg_n_2_23_s0,0.391751
rgg_n_2_24_s0,0.394491
ri2010,0.377687
rim,0.341855
rma10,0.239869
roadNet-CA,0.353868
roadNet-PA,0.347307
roadNet-TX,0.343803
road_central,0.357689
road_usa,0.356850
rotor2,0.146375
rw496,0.421875
rw5151,0.461361
s1rmq4m1,0.431857
s1rmt3m1,0.435285
s2rmq4m1,0.431857
s2rmt3m1,0.435285
s3dkq4m2,0.467636
s3dkt3m2,0.468601
s3rmq4m1,0.431857
s3rmt3m1,0.435285
s3rmt3m3,0.401151
s4dkt3m2,0.468601
saylr1,0.437769
saylr3,0.237424
saylr4,0.445949
sc2010,0.362776
scircuit,0.332441
sd2010,0.391261
se,0.479973
semeion_10NN,0.474847
shallow_water1,0.480000
shallow_water2,0.480000
shar_te2-b3,0.526641
sherman1,0.237424
sherman2,0.316106
sherman3,0.176883
sherman4,0.145983
sherman5,0.099856
shermanACa,0.260751
shermanACb,0.221601
shermanACd,0.283271
ship_001,0.390678
ship_003,0.404728
shipsec1,0.423058
shipsec5,0.426198
shipsec8,0.416453
shl_0,0.199043
shl_200,0.208729
shl_400,0.207303
shock-9,0.458378
shuttle_eddy,0.444377
shyy161,0.342813
shyy41,0.340026
sinc12,0.422214
sinc15,0.426519
sinc18,0.429427
sit100,0.450174
skirt,0.295204
smallworld,0.507324
sme3Da,0.404355
sme3Db,0.398027
sme3Dc,0.399717
smt,0.406267
soc-Epinions1,0.007446
soc-LiveJournal1,0.038336
soc-Pokec,0.073412
soc-Slashdot0811,0.031111
soc-Slashdot0902,0.030162
soc-sign-Slashdot081106,0.013428
soc-sign-Slashdot090216,0.013919
soc-sign-Slashdot090221,0.013843
soc-sign-bitcoin-alpha,0.050775
soc-sign-bitcoin-otc,0.046330
soc-sign-epinions,0.004339
spaceShuttleEntry_1,0.418259
spaceShuttleEntry_2,0.365252
spaceShuttleEntry_3,0.326510
spaceShuttleEntry_4,0.380238
spaceStation_10,0.275626
spaceStation_11,0.282640
spaceStation_12,0.284435
spaceStation_13,0.286325
spaceStation_14,0.281957
spaceStation_2,0.287562
spaceStation_3,0.290634
spaceStation_4,0.294223
spaceStation_5,0.294726
spaceStation_6,0.292358
spaceStation_7,0.291159
spaceStation_8,0.285245
spaceStation_9,0.278696
sparsine,0.374662
sphere3,0.474280
spiral,0.036239
spmsrtls,0.524248
srb1,0.472874
ss,0.381606
ss1,0.166788
sstmodel,0.233427
std1_Jac2,0.020843
std1_Jac2_db,0.022844
std1_Jac3,0.020643
std1_Jac3_db,0.025239
steam1,0.402465
steam2,0.449667
stokes,0.302745
stokes128,0.514071
stokes64,0.514307
stokes64s,0.514307
stomach,0.353602
str_0,0.066116
str_200,0.095956
str_400,0.094332
str_600,0.108523
struct3,0.378814
struct4,0.332733
sts4098,0.293214
stufe-10,0.448434
stufe,0.467222
swang1,0.422022
swang2,0.422022
sx-askubuntu,0.030271
sx-mathoverflow,0.011713
sx-stackoverflow,0.009609
sx-superuser,0.022210
t2d_q4,0.467254
t2d_q9,0.467254
t2dah,0.440697
t2dah_a,0.440697
t2dah_e,0.440697
t2dal,0.459155
t2dal_a,0.459155
t2dal_bci,0.459155
t2dal_e,0.479878
t2em,0.476397
t3dh,0.417567
t3dh_a,0.417567
t3dh_e,0.417567
t3dl,0.412971
t3dl_a,0.412971
t3dl_e,0.480000
t520,0.419065
t60k,0.473973
tandem_dual,0.460102
tandem_vtx,0.439045
ted_A,0.217319
ted_AB,0.265274
ted_AB_unscaled,0.265274
ted_A_unscaled,0.217319
ted_B,0.168749
ted_B_unscaled,0.168749
test1,0.400116
thermal,0.442469
thermal1,0.517305
thermal2,0.526242
thermomech_TC,0.504893
thermomech_TK,0.504893
thermomech_dK,0.504894
thermomech_dM,0.504894
thread,0.422033
tmt_sym,0.510278
tmt_unsym,0.479096
tn2010,0.371772
tols1090,0.121858
tols2000,0.231842
tols340,0.011938
tols4000,0.314441
tols90,0.131481
tomography,0.207740
torsion1,0.468599
torso1,0.000900
torso2,0.469186
torso3,0.387132
trans4,0.192292
trans5,0.192292
transient,0.341119
trdheim,0.409537
troll,0.442707
tsyl201,0.470980
tub1000,0.479400
tube1,0.452831
tube2,0.457797
tuma1,0.385102
tuma2,0.380805
tumorAntiAngiogenesis_1,0.400214
tumorAntiAngiogenesis_2,0.383445
tumorAntiAngiogenesis_3,0.347555
tumorAntiAngiogenesis_4,0.336839
tumorAntiAngiogenesis_5,0.331805
tumorAntiAngiogenesis_6,0.326909
tumorAntiAngiogenesis_7,0.344864
tumorAntiAngiogenesis_8,0.349188
turon_m,0.398831
twotone,0.200051
tx2010,0.372510
uk,0.428626
ukerbe1,0.443167
ukerbe1_dual,0.432389
umistfacesnorm_10NN,0.481331
usps_norm_5NN,0.457026
usroads-48,0.420896
usroads,0.419499
ut2010,0.355124
utm1700b,0.284782
utm300,0.209100
utm3060,0.334595
utm5940,0.350552
va2010,0.347136
vanbody,0.375436
vas_stokes_1M,0.254426
vas_stokes_2M,0.301056
vas_stokes_4M,0.292371
venkat01,0.468518
venkat25,0.468518
venkat50,0.468518
venturiLevel3,0.478488
vfem,0.443631
vibrobox,0.289314
viscoplastic1,0.329781
viscoplastic2,0.297337
viscorocks,0.440698
vsp_barth5_1Ksep_50in_5Kout,0.490721
vsp_bcsstk30_500sep_10in_1Kout,0.345387
vsp_befref_fxm_2_4_air02,0.228675
vsp_bump2_e18_aa01_model1_crew1,0.229125
vsp_c-30_data_data,0.164616
vsp_c-60_data_cti_cs4,0.184789
vsp_data_and_seymourl,0.309532
vsp_finan512_scagr7-2c_rlfddd,0.260370
vsp_mod2_pgp2_slptsk,0.155916
vsp_model1_crew1_cr42_south31,0.190070
vsp_msc10848_300sep_100in_1Kout,0.388325
vsp_p0291_seymourl_iiasa,0.192897
vsp_sctap1-2b_and_seymourl,0.233454
vsp_south31_slptsk,0.113736
vsp_vibrobox_scagr7-2c_rlfddd,0.146922
vt2010,0.354983
wa2010,0.376514
wang1,0.445015
wang2,0.445015
wang3,0.452630
wang4,0.452648
water_tank,0.363343
wathen100,0.444586
wathen120,0.444972
watt_1,0.401408
watt_2,0.409139
wave,0.466046
waveguide3D,0.398374
wb-cs-stanford,0.111596
wb-edu,0.046937
web-BerkStan,0.028569
web-Google,0.057869
web-NotreDame,0.024014
web-Stanford,0.051566
webbase-1M,0.154434
west0381,0.317689
west0479,0.256576
west0497,0.283621
west0655,0.230756
west0989,0.316666
west1505,0.316330
west2021,0.312866
whitaker3,0.463247
whitaker3_dual,0.473239
wi2010,0.378790
wiki-RfA,0.017400
wiki-Talk,0.000776
wiki-Vote,0.013291
wiki-talk-temporal,0.001892
wiki-topcats,0.056258
wikipedia-20051105,0.023194
wikipedia-20060925,0.022166
wikipedia-20061104,0.021995
wikipedia-20070206,0.021461
windscreen,0.452290
windtunnel_evap2d,0.269430
windtunnel_evap3d,0.397192
wing,0.501320
wing_nodal,0.436517
worms20_10NN,0.489355
wv2010,0.346283
ww_36_pmec_36,0.167126
ww_vref_6405,0.198555
wy2010,0.358434
x104,0.433971
xenon1,0.443367
xenon2,0.451293
xingo3012,0.211818
xingo_afonso_itaipu,0.198560
yeast,0.106885
yeast_30NN,0.476144
young1c,0.454706
young2c,0.454706
young3c,0.463295
young4c,0.454706
zenios,0.066790
zeros_nopss_13k,0.198121
Bump_2911,0.452207
CoupCons3D,0.442257
Cube_Coup_dt0,0.459519
Cube_Coup_dt6,0.459519
Flan_1565,0.415939
GAP-road,0.356850
GAP-web,0.004528
Long_Coup_dt0,0.477497
Long_Coup_dt6,0.477497
ML_Geer,0.476417
ML_Laplace,0.472866
Queen_4147,0.461838
RM07R,0.211104
af_shell10,0.478003
arabic-2005,0.007492
bone010,0.393186
it-2004,0.007270
ldoor,0.477542
sk-2005,0.005343
uk-2002,0.018144
uk-2005,0.017814
webbase-2001,0.025940
