Matrix Name,cd_perf (ms),cusparse_perf (ms)
cz308,0.0041,0.0102
cz40948,0.0068,0.0145
cz5108,0.0045,0.0118
cz628,0.0045,0.0108
d_pretok,0.0137,0.0254
darcy003,0.0254,0.0327
data,0.0044,0.0116
dataset12mfeatfactors_10NN,0.0047,0.0112
dataset16mfeatkarhunen_10NN,0.0046,0.0114
dataset18mfeatmorphological_10NN,0.0044,0.0111
dataset20mfeatpixel_10NN,0.0045,0.0109
dataset22mfeatzernike_10NN,0.0043,0.0111
dawson5,0.0106,0.0190
dblp-2010,0.0176,0.0279
dc1,0.0101,0.0186
dc2,0.0101,0.0186
dc3,0.0102,0.0189
de2010,0.0060,0.0142
debr,0.0646,0.0686
delaunay_n10,0.0040,0.0107
delaunay_n11,0.0041,0.0111
delaunay_n12,0.0042,0.0119
delaunay_n13,0.0044,0.0122
delaunay_n14,0.0049,0.0128
delaunay_n15,0.0053,0.0133
delaunay_n16,0.0066,0.0154
delaunay_n17,0.0089,0.0196
delaunay_n18,0.0137,0.0260
delaunay_n19,0.0432,0.0460
delaunay_n20,0.0832,0.0850
delaunay_n21,0.1633,0.1793
delaunay_n22,0.3266,0.3630
delaunay_n23,0.6517,0.7197
delaunay_n24,1.3009,1.4370
dendrimer,0.0047,0.0110
denormal,0.0109,0.0207
dermatology_5NN,0.0040,0.0104
descriptor_xingo6u,0.0055,0.0127
dgreen,0.4788,0.5018
diag,0.0046,0.0113
dictionary28,0.0086,0.0154
dielFilterV2clx,0.2278,0.2278
dielFilterV2real,0.4278,0.4485
dielFilterV3clx,0.2853,0.2832
dielFilterV3real,0.7591,0.7883
dixmaanl,0.0056,0.0147
dtoc,0.0056,0.0136
dw1024,0.0040,0.0112
dw2048,0.0042,0.0116
dw256A,0.0039,0.0108
dw256B,0.0041,0.0108
dw4096,0.0042,0.0122
dw8192,0.0043,0.0123
dwa512,0.0041,0.0109
dwb512,0.0041,0.0106
dwg961a,0.0042,0.0116
dwg961b,0.0042,0.0110
dwt_1005,0.0042,0.0110
dwt_1007,0.0041,0.0111
dwt_1242,0.0042,0.0110
dwt_162,0.0040,0.0100
dwt_193,0.0042,0.0100
dwt_198,0.0042,0.0103
dwt_209,0.0041,0.0104
dwt_221,0.0042,0.0106
dwt_245,0.0041,0.0102
dwt_2680,0.0042,0.0110
dwt_307,0.0039,0.0105
dwt_310,0.0042,0.0107
dwt_346,0.0042,0.0102
dwt_361,0.0041,0.0107
dwt_419,0.0041,0.0109
dwt_492,0.0042,0.0104
dwt_503,0.0042,0.0111
dwt_512,0.0045,0.0106
dwt_592,0.0041,0.0105
dwt_607,0.0042,0.0108
dwt_758,0.0040,0.0104
dwt_869,0.0039,0.0108
dwt_878,0.0041,0.0106
dwt_918,0.0040,0.0107
dwt_992,0.0044,0.0107
dynamicSoaringProblem_1,0.0050,0.0108
dynamicSoaringProblem_2,0.0063,0.0113
dynamicSoaringProblem_3,0.0051,0.0112
dynamicSoaringProblem_4,0.0060,0.0114
dynamicSoaringProblem_5,0.0046,0.0115
dynamicSoaringProblem_6,0.0048,0.0116
dynamicSoaringProblem_7,0.0054,0.0113
dynamicSoaringProblem_8,0.0055,0.0118
e40r0100,0.0075,0.0156
ecl32,0.0072,0.0156
ecology1,0.0669,0.0730
ecology2,0.0667,0.0729
email-Enron,0.0088,0.0158
email-Eu-core-temporal,0.0047,0.0115
email-Eu-core,0.0046,0.0111
email-EuAll,0.0108,0.0214
email,0.0044,0.0113
engine,0.0501,0.0529
enron,0.0097,0.0163
epb0,0.0043,0.0113
epb1,0.0044,0.0119
epb2,0.0052,0.0129
epb3,0.0064,0.0159
eris1176,0.0045,0.0110
eu-2005,0.1941,0.2006
europe_osm,2.1249,2.2773
eurqsa,0.0048,0.0123
ex1,0.0041,0.0102
ex10,0.0046,0.0118
ex10hs,0.0047,0.0116
ex11,0.0103,0.0185
ex12,0.0047,0.0119
ex13,0.0047,0.0114
ex14,0.0047,0.0119
ex15,0.0049,0.0124
ex18,0.0047,0.0121
ex19,0.0059,0.0137
ex2,0.0046,0.0108
ex20,0.0050,0.0119
ex21,0.0043,0.0106
ex22,0.0042,0.0108
ex23,0.0046,0.0117
ex24,0.0047,0.0115
ex25,0.0042,0.0106
ex26,0.0048,0.0118
ex27,0.0044,0.0111
ex28,0.0049,0.0119
ex29,0.0045,0.0114
ex3,0.0048,0.0120
ex31,0.0049,0.0123
ex32,0.0044,0.0113
ex33,0.0042,0.0111
ex35,0.0055,0.0131
ex36,0.0046,0.0116
ex37,0.0049,0.0119
ex3sta1,0.0091,0.0176
ex4,0.0044,0.0116
ex40,0.0067,0.0141
ex6,0.0046,0.0113
ex7,0.0046,0.0113
ex8,0.0048,0.0116
ex9,0.0050,0.0122
exdata_1,0.0167,0.0212
extr1,0.0049,0.0117
extr1b,0.0048,0.0112
fcondp2,0.1024,0.1082
fd12,0.0044,0.0116
fd15,0.0045,0.0117
fd18,0.0049,0.0122
fe_4elt2,0.0046,0.0122
fe_body,0.0060,0.0143
fe_ocean,0.0090,0.0199
fe_rotor,0.0138,0.0236
fe_sphere,0.0046,0.0127
fe_tooth,0.0102,0.0193
fem_filter,0.0149,0.0235
fem_hifreq_circuit,0.1870,0.1854
filter2D,0.0043,0.0107
filter3D,0.0302,0.0357
finan512,0.0079,0.0173
finance256,0.0062,0.0141
fl2010,0.0371,0.0426
flickr,0.1503,0.1448
flowmeter0,0.0045,0.0119
flowmeter5,0.0047,0.0121
foldoc,0.0055,0.0127
football,0.0042,0.0105
ford1,0.0046,0.0123
ford2,0.0074,0.0170
fp,0.0087,0.0159
fpga_dcop_01,0.0045,0.0112
fpga_dcop_02,0.0042,0.0109
fpga_dcop_03,0.0044,0.0112
fpga_dcop_04,0.0045,0.0112
fpga_dcop_05,0.0043,0.0113
fpga_dcop_06,0.0046,0.0113
fpga_dcop_07,0.0045,0.0113
fpga_dcop_08,0.0042,0.0110
fpga_dcop_09,0.0044,0.0109
fpga_dcop_10,0.0042,0.0110
fpga_dcop_11,0.0045,0.0112
fpga_dcop_12,0.0042,0.0108
fpga_dcop_13,0.0042,0.0109
fpga_dcop_14,0.0042,0.0109
fpga_dcop_15,0.0045,0.0113
fpga_dcop_16,0.0043,0.0111
fpga_dcop_17,0.0045,0.0113
fpga_dcop_18,0.0043,0.0112
fpga_dcop_19,0.0045,0.0113
fpga_dcop_20,0.0042,0.0109
fpga_dcop_21,0.0044,0.0112
fpga_dcop_22,0.0043,0.0112
fpga_dcop_23,0.0042,0.0109
fpga_dcop_24,0.0043,0.0109
fpga_dcop_25,0.0042,0.0109
fpga_dcop_26,0.0043,0.0109
fpga_dcop_27,0.0042,0.0110
fpga_dcop_28,0.0042,0.0109
fpga_dcop_29,0.0045,0.0114
fpga_dcop_30,0.0042,0.0109
fpga_dcop_31,0.0042,0.0109
fpga_dcop_32,0.0042,0.0109
fpga_dcop_33,0.0042,0.0109
fpga_dcop_34,0.0043,0.0112
fpga_dcop_35,0.0043,0.0113
fpga_dcop_36,0.0044,0.0112
fpga_dcop_37,0.0042,0.0109
fpga_dcop_38,0.0043,0.0113
fpga_dcop_39,0.0045,0.0112
fpga_dcop_40,0.0045,0.0113
fpga_dcop_41,0.0043,0.0109
fpga_dcop_42,0.0043,0.0112
fpga_dcop_43,0.0045,0.0114
fpga_dcop_44,0.0043,0.0112
fpga_dcop_45,0.0043,0.0109
fpga_dcop_46,0.0042,0.0108
fpga_dcop_47,0.0043,0.0110
fpga_dcop_48,0.0043,0.0109
fpga_dcop_49,0.0045,0.0113
fpga_dcop_50,0.0044,0.0112
fpga_dcop_51,0.0045,0.0113
fpga_trans_01,0.0043,0.0112
fpga_trans_02,0.0045,0.0109
freeFlyingRobot_1,0.0051,0.0111
freeFlyingRobot_10,0.0050,0.0121
freeFlyingRobot_11,0.0048,0.0121
freeFlyingRobot_12,0.0055,0.0120
freeFlyingRobot_13,0.0060,0.0116
freeFlyingRobot_14,0.0046,0.0117
freeFlyingRobot_15,0.0050,0.0116
freeFlyingRobot_16,0.0053,0.0116
freeFlyingRobot_2,0.0050,0.0114
freeFlyingRobot_3,0.0050,0.0117
freeFlyingRobot_4,0.0044,0.0115
freeFlyingRobot_5,0.0048,0.0113
freeFlyingRobot_6,0.0044,0.0114
freeFlyingRobot_7,0.0051,0.0118
freeFlyingRobot_8,0.0054,0.0117
freeFlyingRobot_9,0.0051,0.0115
fs_183_3,0.0046,0.0106
fs_183_4,0.0045,0.0103
fs_183_6,0.0045,0.0103
fs_541_1,0.0043,0.0110
fs_541_2,0.0041,0.0111
fs_541_3,0.0041,0.0112
fs_541_4,0.0042,0.0109
fs_680_1,0.0044,0.0114
fs_680_2,0.0044,0.0114
fs_680_3,0.0042,0.0109
fs_760_1,0.0041,0.0106
fs_760_2,0.0042,0.0111
fs_760_3,0.0042,0.0110
fullb,0.1074,0.1120
fv1,0.0047,0.0123
fv2,0.0047,0.0124
fv3,0.0047,0.0122
fxm3_6,0.0048,0.0119
fxm4_6,0.0073,0.0151
g3rmt3m3,0.0052,0.0124
g7jac010,0.0045,0.0112
g7jac010sc,0.0044,0.0111
g7jac020,0.0046,0.0119
g7jac020sc,0.0046,0.0116
g7jac040,0.0056,0.0131
g7jac040sc,0.0056,0.0127
g7jac050sc,0.0059,0.0132
g7jac060,0.0065,0.0136
g7jac060sc,0.0065,0.0135
g7jac080,0.0070,0.0145
g7jac080sc,0.0071,0.0145
g7jac100,0.0073,0.0150
g7jac100sc,0.0073,0.0151
g7jac120,0.0083,0.0163
g7jac120sc,0.0082,0.0163
g7jac140,0.0091,0.0170
g7jac140sc,0.0092,0.0171
g7jac160,0.0095,0.0179
g7jac160sc,0.0094,0.0176
g7jac180,0.0099,0.0184
g7jac180sc,0.0100,0.0187
g7jac200,0.0107,0.0192
g7jac200sc,0.0106,0.0190
ga2010,0.0162,0.0288
garon1,0.0046,0.0119
garon2,0.0068,0.0146
gas_sensor,0.0141,0.0244
gearbox,0.0843,0.0892
gemat11,0.0046,0.0120
gemat12,0.0044,0.0121
geom,0.0058,0.0124
germany_osm,0.5065,0.5316
goddardRocketProblem_1,0.0044,0.0112
goddardRocketProblem_2,0.0049,0.0108
goodwin,0.0058,0.0131
gr_30_30,0.0042,0.0106
graham1,0.0062,0.0141
gre_1107,0.0041,0.0115
gre_343,0.0041,0.0105
gre_512,0.0042,0.0111
great-britain_osm,0.3203,0.3476
grid2,0.0047,0.0116
grid2_dual,0.0047,0.0115
gridgena,0.0070,0.0158
gsm_106857,0.2005,0.1929
gupta1,0.0174,0.0246
gupta2,0.0435,0.0402
gupta3,0.0799,0.0825
gyro,0.0104,0.0188
gyro_k,0.0104,0.0191
gyro_m,0.0067,0.0147
halfb,0.1124,0.1172
hangGlider_1,0.0048,0.0103
hangGlider_2,0.0045,0.0111
hangGlider_3,0.0054,0.0123
hangGlider_4,0.0052,0.0128
hangGlider_5,0.0054,0.0130
har_10NN,0.0057,0.0134
hcircuit,0.0078,0.0165
heart1,0.0112,0.0187
heart2,0.0076,0.0151
heart3,0.0076,0.0149
helm2d03,0.0356,0.0386
helm3d01,0.0080,0.0159
hep-th,0.0053,0.0125
hi2010,0.0063,0.0140
higgs-twitter,0.1638,0.1685
hollywood-2009,1.0182,0.9735
hood,0.1004,0.1057
hor_131,0.0045,0.0106
hugebubbles-00000,1.0369,1.0624
hugebubbles-00010,1.6760,1.6876
hugebubbles-00020,1.7783,1.7975
hugetrace-00000,0.2504,0.2648
hugetrace-00010,0.7231,0.7296
hugetrace-00020,1.0424,1.0347
hugetric-00000,0.3152,0.3307
hugetric-00010,0.4482,0.4511
hugetric-00020,0.4922,0.4941
human_gene1,0.2053,0.2011
human_gene2,0.1454,0.1489
hvdc1,0.0053,0.0132
hvdc2,0.0124,0.0226
hydr1,0.0047,0.0118
hydr1c,0.0047,0.0117
iChem_Jacobian,0.0488,0.0502
ia2010,0.0131,0.0241
ibm_matrix_2,0.0110,0.0194
id2010,0.0117,0.0227
ifiss_mat,0.0402,0.0425
igbt3,0.0060,0.0135
il2010,0.0324,0.0399
imagesensor,0.0174,0.0270
impcol_d,0.0045,0.0106
impcol_e,0.0042,0.0109
in-2004,0.1756,0.1948
in2010,0.0152,0.0272
indianpines_10NN,0.0058,0.0134
indochina-2004,1.7027,1.8223
init_adder1,0.0046,0.0113
inlet,0.0058,0.0134
inline_1,0.3149,0.3191
ins2,0.0353,0.0409
internet,0.0092,0.0180
invextr1_new,0.0145,0.0236
iprob,0.0142,0.0117
iris_dataset_30NN,0.0042,0.0101
it-2004,10.2268,11.0295
italy_osm,0.2632,0.2950
jagmesh1,0.0039,0.0106
jagmesh2,0.0039,0.0112
jagmesh3,0.0042,0.0113
jagmesh4,0.0043,0.0112
jagmesh5,0.0039,0.0107
jagmesh6,0.0042,0.0110
jagmesh7,0.0039,0.0110
jagmesh8,0.0041,0.0108
jagmesh9,0.0042,0.0113
jan99jac020,0.0051,0.0123
jan99jac020sc,0.0050,0.0121
jan99jac040,0.0054,0.0124
jan99jac040sc,0.0055,0.0126
jan99jac060,0.0059,0.0134
jan99jac060sc,0.0058,0.0131
jan99jac080,0.0060,0.0132
jan99jac080sc,0.0060,0.0131
jan99jac100,0.0063,0.0140
jan99jac100sc,0.0062,0.0137
jan99jac120,0.0064,0.0142
jan99jac120sc,0.0065,0.0145
jazz,0.0044,0.0106
jnlbrng1,0.0053,0.0135
jpwh_991,0.0042,0.0108
juba40k,0.0054,0.0137
k1_san,0.0079,0.0172
k3plates,0.0063,0.0145
k49_norm_10NN,0.0134,0.0220
kim1,0.0102,0.0190
kim2,0.1087,0.1132
kineticBatchReactor_1,0.0048,0.0114
kineticBatchReactor_2,0.0063,0.0118
kineticBatchReactor_3,0.0059,0.0116
kineticBatchReactor_4,0.0067,0.0122
kineticBatchReactor_5,0.0047,0.0124
kineticBatchReactor_6,0.0051,0.0125
kineticBatchReactor_7,0.0053,0.0122
kineticBatchReactor_8,0.0058,0.0123
kineticBatchReactor_9,0.0053,0.0126
kkt_power,0.1863,0.1956
kmer_A2a,11.7340,12.1865
kmer_P1a,9.5517,9.9138
kmer_U1a,4.5842,4.7577
kmer_V1r,12.1842,12.7612
kmer_V2a,3.7219,3.8663
kmnist_norm_10NN,0.0068,0.0155
kron_g500-logn16,0.0616,0.0673
kron_g500-logn17,0.1219,0.1303
kron_g500-logn18,0.2528,0.2678
kron_g500-logn19,0.5244,0.5425
kron_g500-logn20,1.0959,1.1223
kron_g500-logn21,2.4630,2.3095
ks2010,0.0138,0.0251
ky2010,0.0110,0.0217
la2010,0.0132,0.0249
laminar_duct3D,0.0408,0.0437
language,0.0135,0.0255
largebasis,0.0629,0.0647
laser,0.0044,0.0113
ldoor,0.4067,0.4161
lhr01,0.0045,0.0111
lhr02,0.0046,0.0114
lhr04,0.0050,0.0124
lhr04c,0.0050,0.0125
lhr07,0.0054,0.0128
lhr07c,0.0055,0.0128
lhr10,0.0063,0.0134
lhr10c,0.0064,0.0134
lhr11,0.0059,0.0131
lhr11c,0.0058,0.0131
lhr14,0.0065,0.0137
lhr14c,0.0065,0.0138
lhr17,0.0069,0.0146
lhr17c,0.0068,0.0145
lhr34,0.0085,0.0168
lhr34c,0.0085,0.0168
lhr71,0.0129,0.0220
lhr71c,0.0129,0.0221
li,0.0116,0.0210
light_in_tissue,0.0065,0.0142
linverse,0.0050,0.0125
ljournal-2008,1.1207,1.0627
lns_3937,0.0044,0.0117
lns_511,0.0042,0.0112
lnsp3937,0.0044,0.0115
lnsp_511,0.0040,0.0109
loc-Brightkite,0.0096,0.0180
loc-Gowalla,0.5343,0.0327
lock1074,0.0045,0.0109
lock2232,0.0046,0.0112
lock3491,0.0051,0.0123
lock_700,0.0042,0.0105
lowThrust_1,0.0045,0.0109
lowThrust_10,0.0058,0.0134
lowThrust_11,0.0059,0.0133
lowThrust_12,0.0059,0.0137
lowThrust_13,0.0058,0.0131
lowThrust_2,0.0044,0.0114
lowThrust_3,0.0053,0.0122
lowThrust_4,0.0053,0.0129
lowThrust_5,0.0055,0.0130
lowThrust_6,0.0057,0.0130
lowThrust_7,0.0056,0.0134
lowThrust_8,0.0057,0.0134
lowThrust_9,0.0057,0.0133
lp1,2.3089,0.0308
lpl1,0.0069,0.0150
lshp1009,0.0041,0.0113
lshp1270,0.0041,0.0109
lshp1561,0.0040,0.0111
lshp1882,0.0040,0.0108
lshp2233,0.0041,0.0111
lshp2614,0.0041,0.0111
lshp3025,0.0040,0.0116
lshp3466,0.0041,0.0111
lshp_265,0.0040,0.0104
lshp_406,0.0041,0.0101
lshp_577,0.0039,0.0108
lshp_778,0.0039,0.0108
lund_a,0.0042,0.0105
lund_b,0.0041,0.0108
lung1,0.0042,0.0110
lung2,0.0073,0.0160
luxembourg_osm,0.0061,0.0158
m133-b3,0.0099,0.0208
m14b,0.0433,0.0465
m3plates,0.0064,0.0144
m_t1,0.0872,0.0931
ma2010,0.0120,0.0228
mac_econ_fwd500,0.0134,0.0231
mahindas,0.0046,0.0116
majorbasis,0.0142,0.0253
man_5976,0.0054,0.0125
marine1,0.0720,0.0687
mario001,0.0057,0.0138
mario002,0.0255,0.0331
mark3jac020,0.0047,0.0125
mark3jac020sc,0.0047,0.0125
mark3jac040,0.0051,0.0128
mark3jac040sc,0.0051,0.0128
mark3jac060,0.0056,0.0132
mark3jac060sc,0.0057,0.0135
mark3jac080,0.0060,0.0141
mark3jac080sc,0.0058,0.0140
mark3jac100,0.0064,0.0144
mark3jac100sc,0.0065,0.0147
mark3jac120,0.0067,0.0151
mark3jac120sc,0.0068,0.0150
mark3jac140,0.0071,0.0156
mark3jac140sc,0.0071,0.0157
matrix-new_3,0.0299,0.0340
matrix_9,0.0167,0.0269
mbeacxc,0.0051,0.0110
mbeaflw,0.0051,0.0106
mbeause,0.0050,0.0107
mc2depi,0.0328,0.0364
mcca,0.0045,0.0105
mcfe,0.0045,0.0110
md2010,0.0116,0.0226
me2010,0.0074,0.0169
meg1,0.0051,0.0115
meg4,0.0048,0.0118
memchip,0.1926,0.2216
memplus,0.0054,0.0129
mesh2e1,0.0040,0.0103
mesh2em5,0.0040,0.0101
mesh3e1,0.0039,0.0103
mesh3em5,0.0039,0.0110
mhd1280a,0.0043,0.0110
mhd1280b,0.0045,0.0109
mhd3200a,0.0047,0.0114
mhd3200b,0.0042,0.0116
mhd4800a,0.0048,0.0121
mhd4800b,0.0042,0.0121
mhda416,0.0042,0.0104
mhdb416,0.0040,0.0106
mi2010,0.0182,0.0313
mice_10NN,0.0043,0.0114
micromass_10NN,0.0044,0.0110
mimo28x28_system,0.0049,0.0126
mimo46x46_system,0.0049,0.0121
mimo8x8_system,0.0049,0.0125
minnesota,0.0046,0.0115
minsurfo,0.0050,0.0133
mip1,0.3229,0.0912
mixtank_new,0.0166,0.0256
mn2010,0.0148,0.0261
mnist_test_norm_10NN,0.0074,0.0151
mo2010,0.0194,0.0324
mono_500Hz,0.0509,0.0499
mosfet2,0.0170,0.0269
mouse_gene,0.2672,0.2833
mplate,0.0053,0.0124
ms2010,0.0120,0.0228
msc00726,0.0045,0.0107
msc01050,0.0043,0.0110
msc01440,0.0045,0.0112
msc04515,0.0049,0.0123
msc10848,0.0108,0.0189
msc23052,0.0105,0.0187
msdoor,0.1809,0.1857
mt2010,0.0103,0.0208
mult_dcop_01,0.0065,0.0141
mult_dcop_02,0.0066,0.0140
mult_dcop_03,0.0072,0.0145
mycielskian10,0.0045,0.0109
mycielskian11,0.0054,0.0125
mycielskian12,0.0163,0.0141
mycielskian13,0.0273,0.0191
mycielskian14,0.0607,0.0326
mycielskian15,0.1403,0.0954
mycielskian16,0.3296,0.2635
mycielskian17,0.8164,0.7695
mycielskian18,2.3750,2.3042
mycielskian19,7.3681,6.9714
mycielskian7,0.0041,0.0104
mycielskian8,0.0042,0.0103
mycielskian9,0.0044,0.0106
n3c6-b7,0.0044,0.0122
nasa1824,0.0044,0.0110
nasa2146,0.0048,0.0112
nasa2910,0.0051,0.0120
nasa4704,0.0048,0.0121
nasasrb,0.0263,0.0325
nc2010,0.0167,0.0294
ncvxbqp1,0.0069,0.0156
ncvxqp1,0.0050,0.0129
ncvxqp3,0.0087,0.0176
ncvxqp5,0.0077,0.0165
ncvxqp7,0.0089,0.0180
ncvxqp9,0.0051,0.0125
nd12k,0.1189,0.1205
nd2010,0.0096,0.0205
nd24k,0.2321,0.2306
nd3k,0.0339,0.0341
nd6k,0.0619,0.0638
ne2010,0.0120,0.0232
nemeth01,0.0077,0.0159
nemeth02,0.0061,0.0138
nemeth03,0.0061,0.0136
nemeth04,0.0061,0.0137
nemeth05,0.0061,0.0137
nemeth06,0.0062,0.0140
nemeth07,0.0061,0.0137
nemeth08,0.0061,0.0136
nemeth09,0.0060,0.0136
nemeth10,0.0061,0.0136
nemeth11,0.0060,0.0137
nemeth12,0.0062,0.0142
nemeth13,0.0063,0.0144
nemeth14,0.0064,0.0140
nemeth15,0.0069,0.0149
nemeth16,0.0069,0.0147
nemeth17,0.0071,0.0149
nemeth18,0.0074,0.0153
nemeth19,0.0081,0.0164
nemeth20,0.0091,0.0178
nemeth21,0.0101,0.0185
nemeth22,0.0108,0.0190
nemeth23,0.0114,0.0199
nemeth24,0.0114,0.0197
nemeth25,0.0115,0.0201
nemeth26,0.0115,0.0202
net100,0.0174,0.0259
net125,0.0239,0.0311
net150,0.0342,0.0358
net25,0.0080,0.0154
net4-1,0.2713,0.0314
net50,0.0112,0.0191
net75,0.0143,0.0237
netherlands_osm,0.0938,0.1127
netscience,0.0049,0.0113
netz4504,0.0046,0.0113
netz4504_dual,0.0044,0.0111
nh2010,0.0065,0.0153
nj2010,0.0119,0.0228
nlpkkt120,0.8551,0.9741
nlpkkt160,2.0096,2.2879
nlpkkt200,3.9130,4.4155
nlpkkt240,6.7837,7.6688
nlpkkt80,0.2608,0.2777
nm2010,0.0125,0.0237
nmos3,0.0068,0.0151
nnc1374,0.0042,0.0110
nnc261,0.0042,0.0107
nnc666,0.0042,0.0109
nopoly,0.0046,0.0120
nopss_11k,0.0048,0.0122
nos1,0.0040,0.0106
nos2,0.0040,0.0112
nos3,0.0042,0.0106
nos5,0.0042,0.0104
nos6,0.0041,0.0112
nos7,0.0039,0.0112
ns3Da,0.0265,0.0330
nv1,0.0250,0.0337
nv2,0.6527,0.6915
nv2010,0.0086,0.0180
nxp1,0.0380,0.0401
ny2010,0.0203,0.0340
obstclae,0.0053,0.0138
odepa400,0.0044,0.0108
offshore,0.0491,0.0497
oh2010,0.0204,0.0331
ohne2,0.1040,0.1048
oilpan,0.0397,0.0426
ok2010,0.0159,0.0279
olafu,0.0096,0.0180
olesnik0,0.0087,0.0182
olm1000,0.0043,0.0108
olm2000,0.0044,0.0112
olm500,0.0043,0.0103
olm5000,0.0047,0.0117
onera_dual,0.0064,0.0161
onetone1,0.0072,0.0153
onetone2,0.0058,0.0137
opt1,0.0138,0.0230
optdigits_10NN,0.0062,0.0135
or2010,0.0138,0.0257
orani678,0.0065,0.0121
orbitRaising_1,0.0042,0.0108
orbitRaising_2,0.0042,0.0110
orbitRaising_3,0.0043,0.0112
orbitRaising_4,0.0042,0.0109
orsirr_1,0.0040,0.0111
orsirr_2,0.0042,0.0112
orsreg_1,0.0040,0.0112
oscil_dcop_01,0.0045,0.0108
oscil_dcop_02,0.0046,0.0105
oscil_dcop_03,0.0044,0.0104
oscil_dcop_04,0.0044,0.0102
oscil_dcop_05,0.0045,0.0106
oscil_dcop_06,0.0044,0.0102
oscil_dcop_07,0.0046,0.0105
oscil_dcop_08,0.0046,0.0105
oscil_dcop_09,0.0044,0.0104
oscil_dcop_10,0.0044,0.0103
oscil_dcop_11,0.0045,0.0107
oscil_dcop_12,0.0044,0.0101
oscil_dcop_13,0.0047,0.0106
oscil_dcop_14,0.0047,0.0107
oscil_dcop_15,0.0044,0.0102
oscil_dcop_16,0.0046,0.0107
oscil_dcop_17,0.0044,0.0102
oscil_dcop_18,0.0046,0.0103
oscil_dcop_19,0.0044,0.0103
oscil_dcop_20,0.0047,0.0107
oscil_dcop_21,0.0045,0.0107
oscil_dcop_22,0.0047,0.0107
oscil_dcop_23,0.0047,0.0107
oscil_dcop_24,0.0045,0.0103
oscil_dcop_25,0.0046,0.0105
oscil_dcop_26,0.0044,0.0102
oscil_dcop_27,0.0044,0.0104
oscil_dcop_28,0.0045,0.0103
oscil_dcop_29,0.0047,0.0107
oscil_dcop_30,0.0045,0.0103
oscil_dcop_31,0.0044,0.0101
oscil_dcop_32,0.0044,0.0104
oscil_dcop_33,0.0045,0.0103
oscil_dcop_34,0.0044,0.0104
oscil_dcop_35,0.0045,0.0103
oscil_dcop_36,0.0046,0.0105
oscil_dcop_37,0.0044,0.0104
oscil_dcop_38,0.0044,0.0104
oscil_dcop_39,0.0044,0.0102
oscil_dcop_40,0.0044,0.0103
oscil_dcop_41,0.0044,0.0102
oscil_dcop_42,0.0046,0.0106
oscil_dcop_43,0.0044,0.0107
oscil_dcop_44,0.0044,0.0103
oscil_dcop_45,0.0044,0.0103
oscil_dcop_46,0.0046,0.0106
oscil_dcop_47,0.0046,0.0105
oscil_dcop_48,0.0044,0.0104
oscil_dcop_49,0.0044,0.0101
oscil_dcop_50,0.0046,0.0105
oscil_dcop_51,0.0047,0.0107
oscil_dcop_52,0.0045,0.0106
oscil_dcop_53,0.0047,0.0107
oscil_dcop_54,0.0044,0.0101
oscil_dcop_55,0.0045,0.0106
oscil_dcop_56,0.0044,0.0101
oscil_dcop_57,0.0044,0.0104
oscil_trans_01,0.0044,0.0103
p2p-Gnutella04,0.0056,0.0133
p2p-Gnutella05,0.0055,0.0123
p2p-Gnutella06,0.0054,0.0129
p2p-Gnutella08,0.0052,0.0124
p2p-Gnutella09,0.0054,0.0121
p2p-Gnutella24,0.0062,0.0133
p2p-Gnutella25,0.0063,0.0137
p2p-Gnutella30,0.0066,0.0141
p2p-Gnutella31,0.0072,0.0146
pa2010,0.0283,0.0383
packing-500x100x100-b050,0.3317,0.3738
para-10,0.0558,0.0556
para-4,0.0550,0.0554
para-5,0.0559,0.0557
para-6,0.0558,0.0571
para-7,0.0559,0.0556
para-8,0.0558,0.0554
para-9,0.0558,0.0554
parabolic_fem,0.0467,0.0492
patents,0.2938,0.2913
patents_main,0.0128,0.0228
pattern1,0.0791,0.0796
pcrystk02,0.0094,0.0180
pcrystk03,0.0129,0.0223
pct20stif,0.0265,0.0325
pdb1HYS,0.0436,0.0470
pde225,0.0039,0.0110
pde2961,0.0043,0.0118
pde900,0.0039,0.0112
pds10,0.0056,0.0131
pesa,0.0045,0.0123
pf2177,0.0125,0.0184
pfinan512,0.0078,0.0172
piston,0.0049,0.0117
pkustk01,0.0099,0.0184
pkustk02,0.0083,0.0164
pkustk03,0.0350,0.0366
pkustk04,0.0438,0.0453
pkustk05,0.0163,0.0259
pkustk06,0.0231,0.0301
pkustk07,0.0181,0.0274
pkustk08,0.0343,0.0353
pkustk09,0.0122,0.0214
pkustk10,0.0454,0.0485
pkustk11,0.0532,0.0557
pkustk12,0.0707,0.0754
pkustk13,0.0640,0.0679
pkustk14,0.1281,0.1352
plantsmargin_12NN,0.0044,0.0110
plantstexture_10NN,0.0044,0.0113
plat1919,0.0044,0.0110
plat362,0.0042,0.0107
plbuckle,0.0044,0.0111
pli,0.0117,0.0212
plsk1919,0.0045,0.0113
plskz362,0.0047,0.0106
poisson2D,0.0039,0.0106
poisson3Da,0.0105,0.0159
poisson3Db,0.0302,0.0417
polblogs,0.0050,0.0116
poli,0.0056,0.0122
poli3,0.0061,0.0127
poli4,0.0062,0.0142
poli_large,0.0062,0.0127
pores_2,0.0042,0.0108
pores_3,0.0040,0.0105
power,0.0047,0.0118
power197k,0.0436,0.0402
power9,0.0286,0.0347
