Matrix Name,cd_perf (ms),cusparse_perf (ms)
cz148,0.0043,0.0115
cz20468,0.0058,0.0147
cz2548,0.0050,0.0134
cz308,0.0046,0.0125
cz40948,0.0065,0.0155
cz5108,0.0050,0.0137
cz628,0.0048,0.0124
d_pretok,0.0120,0.0217
darcy003,0.0163,0.0276
data,0.0048,0.0135
dataset12mfeatfactors_10NN,0.0047,0.0130
dataset16mfeatkarhunen_10NN,0.0048,0.0134
dataset18mfeatmorphological_10NN,0.0046,0.0127
dataset20mfeatpixel_10NN,0.0047,0.0127
dataset22mfeatzernike_10NN,0.0048,0.0130
dawson5,0.0098,0.0182
dblp-2010,0.0201,0.0264
dc1,0.0102,0.0186
dc2,0.0101,0.0183
dc3,0.0101,0.0182
de2010,0.0064,0.0156
debr,0.0348,0.0439
delaunay_n10,0.0046,0.0128
delaunay_n11,0.0048,0.0135
delaunay_n12,0.0046,0.0142
delaunay_n13,0.0048,0.0140
delaunay_n14,0.0053,0.0150
delaunay_n15,0.0056,0.0151
delaunay_n16,0.0062,0.0160
delaunay_n17,0.0078,0.0175
delaunay_n18,0.0113,0.0218
delaunay_n19,0.0182,0.0321
delaunay_n20,0.0467,0.0546
delaunay_n21,0.0875,0.0925
delaunay_n22,0.1698,0.1877
delaunay_n23,0.3371,0.3738
delaunay_n24,0.6760,0.7459
dendrimer,0.0053,0.0131
denormal,0.0095,0.0184
dermatology_5NN,0.0043,0.0122
descriptor_xingo6u,0.0077,0.0155
dgreen,0.4089,0.4361
diag,0.0058,0.0140
dictionary28,0.0121,0.0189
dielFilterV2clx,0.2145,0.1689
dielFilterV2real,0.4083,0.3130
dielFilterV3clx,0.2841,0.2362
dielFilterV3real,0.7589,0.6126
dixmaanl,0.0056,0.0154
dtoc,0.0082,0.0163
dw1024,0.0046,0.0129
dw2048,0.0046,0.0130
dw256A,0.0046,0.0129
dw256B,0.0046,0.0130
dw4096,0.0049,0.0144
dw8192,0.0048,0.0144
dwa512,0.0046,0.0129
dwb512,0.0046,0.0128
dwg961a,0.0049,0.0132
dwg961b,0.0046,0.0126
dwt_1005,0.0047,0.0128
dwt_1007,0.0045,0.0123
dwt_1242,0.0048,0.0129
dwt_162,0.0045,0.0119
dwt_193,0.0044,0.0121
dwt_198,0.0046,0.0116
dwt_209,0.0046,0.0118
dwt_221,0.0043,0.0115
dwt_245,0.0044,0.0116
dwt_2680,0.0047,0.0135
dwt_307,0.0046,0.0127
dwt_310,0.0046,0.0127
dwt_346,0.0047,0.0123
dwt_361,0.0045,0.0126
dwt_419,0.0044,0.0122
dwt_492,0.0045,0.0125
dwt_503,0.0047,0.0126
dwt_512,0.0059,0.0122
dwt_592,0.0044,0.0124
dwt_607,0.0044,0.0128
dwt_758,0.0046,0.0126
dwt_869,0.0045,0.0127
dwt_878,0.0046,0.0127
dwt_918,0.0045,0.0126
dwt_992,0.0048,0.0127
dynamicSoaringProblem_1,0.0053,0.0134
dynamicSoaringProblem_2,0.0058,0.0132
dynamicSoaringProblem_3,0.0056,0.0135
dynamicSoaringProblem_4,0.0059,0.0141
dynamicSoaringProblem_5,0.0057,0.0142
dynamicSoaringProblem_6,0.0056,0.0142
dynamicSoaringProblem_7,0.0057,0.0136
dynamicSoaringProblem_8,0.0059,0.0140
e40r0100,0.0072,0.0160
ecl32,0.0078,0.0165
ecology1,0.0419,0.0480
ecology2,0.0415,0.0479
email-Enron,0.0107,0.0177
email-Eu-core-temporal,0.0052,0.0126
email-Eu-core,0.0052,0.0128
email-EuAll,0.0168,0.0239
email,0.0053,0.0135
engine,0.0333,0.0398
enron,0.0131,0.0192
epb0,0.0056,0.0135
epb1,0.0050,0.0143
epb2,0.0055,0.0145
epb3,0.0065,0.0166
eris1176,0.0052,0.0130
eu-2005,0.1992,0.1319
europe_osm,1.3127,1.3311
eurqsa,0.0050,0.0139
ex1,0.0044,0.0118
ex10,0.0050,0.0135
ex10hs,0.0049,0.0132
ex11,0.0120,0.0187
ex12,0.0049,0.0133
ex13,0.0053,0.0134
ex14,0.0051,0.0137
ex15,0.0052,0.0140
ex18,0.0052,0.0136
ex19,0.0062,0.0146
ex2,0.0050,0.0125
ex20,0.0051,0.0137
ex21,0.0048,0.0127
ex22,0.0050,0.0129
ex23,0.0052,0.0129
ex24,0.0050,0.0132
ex25,0.0048,0.0124
ex26,0.0055,0.0139
ex27,0.0050,0.0128
ex28,0.0050,0.0136
ex29,0.0047,0.0133
ex3,0.0051,0.0131
ex31,0.0053,0.0136
ex32,0.0049,0.0131
ex33,0.0048,0.0132
ex35,0.0058,0.0153
ex36,0.0048,0.0138
ex37,0.0053,0.0137
ex3sta1,0.0091,0.0173
ex4,0.0048,0.0132
ex40,0.0067,0.0159
ex6,0.0050,0.0126
ex7,0.0050,0.0127
ex8,0.0052,0.0130
ex9,0.0052,0.0132
exdata_1,0.0318,0.0302
extr1,0.0057,0.0136
extr1b,0.0056,0.0138
fcondp2,0.0902,0.0841
fd12,0.0057,0.0143
fd15,0.0060,0.0150
fd18,0.0062,0.0153
fe_4elt2,0.0049,0.0143
fe_body,0.0060,0.0153
fe_ocean,0.0081,0.0176
fe_rotor,0.0135,0.0239
fe_sphere,0.0050,0.0144
fe_tooth,0.0089,0.0181
fem_filter,0.0162,0.0242
fem_hifreq_circuit,0.1593,0.1392
filter2D,0.0046,0.0127
filter3D,0.0222,0.0287
finan512,0.0071,0.0163
finance256,0.0061,0.0151
fl2010,0.0260,0.0327
flickr,0.1748,0.1246
flowmeter0,0.0048,0.0142
flowmeter5,0.0049,0.0142
foldoc,0.0057,0.0148
football,0.0043,0.0115
ford1,0.0053,0.0144
ford2,0.0070,0.0166
fp,0.0139,0.0175
fpga_dcop_01,0.0054,0.0133
fpga_dcop_02,0.0056,0.0132
fpga_dcop_03,0.0055,0.0130
fpga_dcop_04,0.0056,0.0132
fpga_dcop_05,0.0054,0.0132
fpga_dcop_06,0.0054,0.0128
fpga_dcop_07,0.0054,0.0130
fpga_dcop_08,0.0054,0.0127
fpga_dcop_09,0.0054,0.0130
fpga_dcop_10,0.0054,0.0127
fpga_dcop_11,0.0056,0.0132
fpga_dcop_12,0.0054,0.0131
fpga_dcop_13,0.0054,0.0131
fpga_dcop_14,0.0054,0.0133
fpga_dcop_15,0.0056,0.0133
fpga_dcop_16,0.0054,0.0131
fpga_dcop_17,0.0054,0.0131
fpga_dcop_18,0.0054,0.0129
fpga_dcop_19,0.0054,0.0131
fpga_dcop_20,0.0054,0.0129
fpga_dcop_21,0.0054,0.0131
fpga_dcop_22,0.0056,0.0130
fpga_dcop_23,0.0056,0.0134
fpga_dcop_24,0.0054,0.0133
fpga_dcop_25,0.0054,0.0133
fpga_dcop_26,0.0054,0.0130
fpga_dcop_27,0.0056,0.0131
fpga_dcop_28,0.0054,0.0130
fpga_dcop_29,0.0053,0.0130
fpga_dcop_30,0.0054,0.0129
fpga_dcop_31,0.0054,0.0133
fpga_dcop_32,0.0054,0.0129
fpga_dcop_33,0.0056,0.0132
fpga_dcop_34,0.0054,0.0130
fpga_dcop_35,0.0054,0.0131
fpga_dcop_36,0.0055,0.0130
fpga_dcop_37,0.0054,0.0129
fpga_dcop_38,0.0054,0.0129
fpga_dcop_39,0.0054,0.0128
fpga_dcop_40,0.0054,0.0131
fpga_dcop_41,0.0056,0.0132
fpga_dcop_42,0.0055,0.0130
fpga_dcop_43,0.0056,0.0134
fpga_dcop_44,0.0056,0.0130
fpga_dcop_45,0.0055,0.0129
fpga_dcop_46,0.0054,0.0132
fpga_dcop_47,0.0056,0.0132
fpga_dcop_48,0.0054,0.0130
fpga_dcop_49,0.0054,0.0128
fpga_dcop_50,0.0054,0.0133
fpga_dcop_51,0.0054,0.0132
fpga_trans_01,0.0049,0.0135
fpga_trans_02,0.0048,0.0133
freeFlyingRobot_1,0.0049,0.0125
freeFlyingRobot_10,0.0061,0.0152
freeFlyingRobot_11,0.0060,0.0149
freeFlyingRobot_12,0.0056,0.0142
freeFlyingRobot_13,0.0065,0.0148
freeFlyingRobot_14,0.0064,0.0146
freeFlyingRobot_15,0.0063,0.0144
freeFlyingRobot_16,0.0065,0.0145
freeFlyingRobot_2,0.0057,0.0131
freeFlyingRobot_3,0.0059,0.0134
freeFlyingRobot_4,0.0058,0.0139
freeFlyingRobot_5,0.0053,0.0144
freeFlyingRobot_6,0.0056,0.0143
freeFlyingRobot_7,0.0055,0.0138
freeFlyingRobot_8,0.0062,0.0146
freeFlyingRobot_9,0.0061,0.0148
fs_183_3,0.0049,0.0118
fs_183_4,0.0048,0.0120
fs_183_6,0.0048,0.0118
fs_541_1,0.0044,0.0122
fs_541_2,0.0046,0.0124
fs_541_3,0.0045,0.0121
fs_541_4,0.0046,0.0124
fs_680_1,0.0056,0.0132
fs_680_2,0.0056,0.0129
fs_680_3,0.0055,0.0128
fs_760_1,0.0046,0.0125
fs_760_2,0.0048,0.0128
fs_760_3,0.0047,0.0128
fullb,0.0979,0.0860
fv1,0.0051,0.0146
fv2,0.0049,0.0139
fv3,0.0049,0.0139
fxm3_6,0.0053,0.0136
fxm4_6,0.0069,0.0156
g3rmt3m3,0.0055,0.0141
g7jac010,0.0048,0.0133
g7jac010sc,0.0049,0.0134
g7jac020,0.0052,0.0138
g7jac020sc,0.0054,0.0141
g7jac040,0.0058,0.0144
g7jac040sc,0.0059,0.0147
g7jac050sc,0.0064,0.0145
g7jac060,0.0067,0.0151
g7jac060sc,0.0068,0.0155
g7jac080,0.0075,0.0160
g7jac080sc,0.0074,0.0161
g7jac100,0.0081,0.0165
g7jac100sc,0.0081,0.0167
g7jac120,0.0083,0.0164
g7jac120sc,0.0084,0.0168
g7jac140,0.0092,0.0179
g7jac140sc,0.0092,0.0179
g7jac160,0.0094,0.0186
g7jac160sc,0.0093,0.0181
g7jac180,0.0100,0.0183
g7jac180sc,0.0100,0.0185
g7jac200,0.0107,0.0198
g7jac200sc,0.0107,0.0197
ga2010,0.0144,0.0231
garon1,0.0051,0.0139
garon2,0.0066,0.0155
gas_sensor,0.0127,0.0222
gearbox,0.0780,0.0712
gemat11,0.0047,0.0137
gemat12,0.0049,0.0144
geom,0.0071,0.0153
germany_osm,0.3037,0.3051
goddardRocketProblem_1,0.0049,0.0123
goddardRocketProblem_2,0.0055,0.0127
goodwin,0.0065,0.0146
gr_30_30,0.0049,0.0131
graham1,0.0066,0.0149
gre_1107,0.0048,0.0133
gre_343,0.0044,0.0124
gre_512,0.0045,0.0128
great-britain_osm,0.1924,0.1988
grid2,0.0056,0.0137
grid2_dual,0.0055,0.0132
gridgena,0.0065,0.0158
gsm_106857,0.1797,0.1621
gupta1,0.0290,0.0257
gupta2,0.0454,0.0422
gupta3,0.1036,0.0850
gyro,0.0106,0.0187
gyro_k,0.0106,0.0187
gyro_m,0.0063,0.0154
halfb,0.1009,0.0901
hangGlider_1,0.0050,0.0121
hangGlider_2,0.0049,0.0133
hangGlider_3,0.0052,0.0145
hangGlider_4,0.0052,0.0145
hangGlider_5,0.0056,0.0146
har_10NN,0.0060,0.0147
hcircuit,0.0080,0.0165
heart1,0.0152,0.0181
heart2,0.0090,0.0160
heart3,0.0090,0.0160
helm2d03,0.0157,0.0278
helm3d01,0.0083,0.0174
hep-th,0.0069,0.0152
hi2010,0.0066,0.0151
higgs-twitter,0.1426,0.1395
hollywood-2009,1.1093,0.8384
hood,0.0890,0.0806
hor_131,0.0046,0.0125
hugebubbles-00000,0.5654,0.5671
hugebubbles-00010,0.7934,0.7793
hugebubbles-00020,0.8374,0.8132
hugetrace-00000,0.1364,0.1433
hugetrace-00010,0.3790,0.3740
hugetrace-00020,0.5365,0.5297
hugetric-00000,0.1720,0.1793
hugetric-00010,0.2207,0.2251
hugetric-00020,0.2398,0.2427
human_gene1,0.2036,0.1808
human_gene2,0.1534,0.1517
hvdc1,0.0055,0.0147
hvdc2,0.0109,0.0199
hydr1,0.0056,0.0142
hydr1c,0.0057,0.0142
iChem_Jacobian,0.0256,0.0362
ia2010,0.0120,0.0204
ibm_matrix_2,0.0099,0.0178
id2010,0.0111,0.0192
ifiss_mat,0.0239,0.0326
igbt3,0.0060,0.0149
il2010,0.0211,0.0321
imagesensor,0.0138,0.0231
impcol_d,0.0058,0.0127
impcol_e,0.0047,0.0120
in-2004,0.1608,0.1201
in2010,0.0142,0.0225
indianpines_10NN,0.0055,0.0140
indochina-2004,1.6061,1.3014
init_adder1,0.0048,0.0133
inlet,0.0064,0.0149
inline_1,0.3130,0.2623
ins2,0.0383,0.0495
internet,0.0141,0.0223
invextr1_new,0.0159,0.0247
iprob,0.0246,0.0146
iris_dataset_30NN,0.0045,0.0123
it-2004,9.6612,7.8014
italy_osm,0.1611,0.1686
jagmesh1,0.0044,0.0122
jagmesh2,0.0044,0.0124
jagmesh3,0.0045,0.0130
jagmesh4,0.0045,0.0127
jagmesh5,0.0045,0.0133
jagmesh6,0.0045,0.0129
jagmesh7,0.0044,0.0128
jagmesh8,0.0046,0.0130
jagmesh9,0.0045,0.0129
jan99jac020,0.0060,0.0142
jan99jac020sc,0.0062,0.0145
jan99jac040,0.0063,0.0144
jan99jac040sc,0.0063,0.0146
jan99jac060,0.0065,0.0147
jan99jac060sc,0.0065,0.0149
jan99jac080,0.0067,0.0157
jan99jac080sc,0.0066,0.0156
jan99jac100,0.0073,0.0160
jan99jac100sc,0.0074,0.0161
jan99jac120,0.0071,0.0162
jan99jac120sc,0.0070,0.0157
jazz,0.0048,0.0124
jnlbrng1,0.0057,0.0154
jpwh_991,0.0054,0.0124
juba40k,0.0068,0.0157
k1_san,0.0077,0.0169
k3plates,0.0063,0.0157
k49_norm_10NN,0.0127,0.0233
kim1,0.0092,0.0174
kim2,0.0803,0.0799
kineticBatchReactor_1,0.0054,0.0137
kineticBatchReactor_2,0.0060,0.0141
kineticBatchReactor_3,0.0059,0.0140
kineticBatchReactor_4,0.0064,0.0144
kineticBatchReactor_5,0.0058,0.0142
kineticBatchReactor_6,0.0064,0.0145
kineticBatchReactor_7,0.0059,0.0140
kineticBatchReactor_8,0.0061,0.0146
kineticBatchReactor_9,0.0060,0.0140
kkt_power,0.1415,0.1226
kmer_A2a,6.1972,6.5823
kmer_P1a,5.0482,5.3399
kmer_U1a,2.4084,2.5384
kmer_V1r,5.9162,6.1045
kmer_V2a,1.9629,2.0661
kmnist_norm_10NN,0.0072,0.0155
kron_g500-logn16,0.0470,0.0545
kron_g500-logn17,0.1107,0.1154
kron_g500-logn18,0.2421,0.2357
kron_g500-logn19,0.5232,0.4975
kron_g500-logn20,1.1210,1.0416
kron_g500-logn21,2.3598,2.1855
ks2010,0.0126,0.0207
ky2010,0.0101,0.0187
la2010,0.0117,0.0202
laminar_duct3D,0.0288,0.0360
language,0.0138,0.0236
largebasis,0.0397,0.0459
laser,0.0054,0.0141
ldoor,0.3708,0.2950
lhr01,0.0059,0.0134
lhr02,0.0060,0.0142
lhr04,0.0061,0.0140
lhr04c,0.0061,0.0139
lhr07,0.0062,0.0142
lhr07c,0.0060,0.0138
lhr10,0.0072,0.0149
lhr10c,0.0072,0.0149
lhr11,0.0080,0.0145
lhr11c,0.0080,0.0145
lhr14,0.0074,0.0153
lhr14c,0.0073,0.0149
lhr17,0.0096,0.0155
lhr17c,0.0096,0.0156
lhr34,0.0103,0.0165
lhr34c,0.0103,0.0167
lhr71,0.0134,0.0202
lhr71c,0.0135,0.0203
li,0.0126,0.0202
light_in_tissue,0.0062,0.0155
linverse,0.0050,0.0144
ljournal-2008,0.7450,0.6517
lns_3937,0.0053,0.0139
lns_511,0.0044,0.0126
lnsp3937,0.0051,0.0140
lnsp_511,0.0046,0.0128
loc-Brightkite,0.0119,0.0196
loc-Gowalla,1.1143,0.0313
lock1074,0.0050,0.0130
lock2232,0.0051,0.0132
lock3491,0.0051,0.0137
lock_700,0.0048,0.0127
lowThrust_1,0.0047,0.0125
lowThrust_10,0.0060,0.0156
lowThrust_11,0.0067,0.0154
lowThrust_12,0.0061,0.0150
lowThrust_13,0.0065,0.0152
lowThrust_2,0.0046,0.0132
lowThrust_3,0.0056,0.0139
lowThrust_4,0.0060,0.0150
lowThrust_5,0.0062,0.0150
lowThrust_6,0.0065,0.0151
lowThrust_7,0.0060,0.0155
lowThrust_8,0.0066,0.0157
lowThrust_9,0.0061,0.0155
lp1,4.3038,0.0245
lpl1,0.0072,0.0157
lshp1009,0.0045,0.0125
lshp1270,0.0045,0.0131
lshp1561,0.0045,0.0127
lshp1882,0.0045,0.0131
lshp2233,0.0045,0.0131
lshp2614,0.0043,0.0131
lshp3025,0.0043,0.0130
lshp3466,0.0044,0.0134
lshp_265,0.0042,0.0118
lshp_406,0.0044,0.0125
lshp_577,0.0044,0.0124
lshp_778,0.0043,0.0127
lund_a,0.0044,0.0119
lund_b,0.0043,0.0119
lung1,0.0052,0.0131
lung2,0.0078,0.0165
luxembourg_osm,0.0082,0.0168
m133-b3,0.0078,0.0183
m14b,0.0336,0.0485
m3plates,0.0114,0.0195
m_t1,0.0794,0.0805
ma2010,0.0125,0.0206
mac_econ_fwd500,0.0111,0.0199
mahindas,0.0057,0.0136
majorbasis,0.0118,0.0234
man_5976,0.0058,0.0143
marine1,0.0492,0.0504
mario001,0.0072,0.0160
mario002,0.0162,0.0275
mark3jac020,0.0050,0.0140
mark3jac020sc,0.0052,0.0141
mark3jac040,0.0054,0.0148
mark3jac040sc,0.0053,0.0146
mark3jac060,0.0057,0.0148
mark3jac060sc,0.0056,0.0146
mark3jac080,0.0059,0.0154
mark3jac080sc,0.0058,0.0152
mark3jac100,0.0061,0.0156
mark3jac100sc,0.0062,0.0157
mark3jac120,0.0064,0.0157
mark3jac120sc,0.0064,0.0160
mark3jac140,0.0066,0.0159
mark3jac140sc,0.0065,0.0159
matrix-new_3,0.0183,0.0252
matrix_9,0.0152,0.0235
mbeacxc,0.0056,0.0129
mbeaflw,0.0054,0.0127
mbeause,0.0055,0.0125
mc2depi,0.0156,0.0272
mcca,0.0049,0.0122
mcfe,0.0049,0.0122
md2010,0.0119,0.0197
me2010,0.0073,0.0166
meg1,0.0056,0.0138
meg4,0.0050,0.0138
memchip,0.1127,0.1119
memplus,0.0071,0.0148
mesh2e1,0.0044,0.0121
mesh2em5,0.0046,0.0119
mesh3e1,0.0043,0.0121
mesh3em5,0.0045,0.0122
mhd1280a,0.0049,0.0127
mhd1280b,0.0049,0.0131
mhd3200a,0.0053,0.0131
mhd3200b,0.0048,0.0134
mhd4800a,0.0053,0.0138
mhd4800b,0.0048,0.0137
mhda416,0.0050,0.0123
mhdb416,0.0045,0.0128
mi2010,0.0159,0.0243
mice_10NN,0.0047,0.0130
micromass_10NN,0.0046,0.0126
mimo28x28_system,0.0062,0.0148
mimo46x46_system,0.0062,0.0151
mimo8x8_system,0.0062,0.0151
minnesota,0.0057,0.0140
minsurfo,0.0058,0.0153
mip1,0.7164,0.0863
mixtank_new,0.0180,0.0262
mn2010,0.0138,0.0222
mnist_test_norm_10NN,0.0067,0.0150
mo2010,0.0171,0.0246
mono_500Hz,0.0388,0.0465
mosfet2,0.0146,0.0214
mouse_gene,0.2576,0.2303
mplate,0.0055,0.0141
ms2010,0.0104,0.0193
msc00726,0.0049,0.0129
msc01050,0.0051,0.0128
msc01440,0.0051,0.0127
msc04515,0.0050,0.0135
msc10848,0.0130,0.0197
msc23052,0.0108,0.0186
msdoor,0.1622,0.1378
mt2010,0.0099,0.0181
mult_dcop_01,0.0082,0.0159
mult_dcop_02,0.0082,0.0159
mult_dcop_03,0.0079,0.0157
mycielskian10,0.0050,0.0126
mycielskian11,0.0059,0.0133
mycielskian12,0.0262,0.0164
mycielskian13,0.0510,0.0184
mycielskian14,0.0994,0.0310
mycielskian15,0.2451,0.0922
mycielskian16,0.6160,0.2602
mycielskian17,1.4747,0.7271
mycielskian18,3.6114,2.1193
mycielskian19,9.5205,6.1954
mycielskian7,0.0043,0.0115
mycielskian8,0.0046,0.0117
mycielskian9,0.0051,0.0124
n3c6-b7,0.0048,0.0137
nasa1824,0.0048,0.0126
nasa2146,0.0050,0.0134
nasa2910,0.0058,0.0136
nasa4704,0.0050,0.0132
nasasrb,0.0179,0.0260
nc2010,0.0155,0.0231
ncvxbqp1,0.0063,0.0156
ncvxqp1,0.0062,0.0146
ncvxqp3,0.0084,0.0170
ncvxqp5,0.0076,0.0169
ncvxqp7,0.0093,0.0179
ncvxqp9,0.0063,0.0152
nd12k,0.1557,0.1069
nd2010,0.0088,0.0179
nd24k,0.3181,0.2014
nd3k,0.0324,0.0271
nd6k,0.0795,0.0564
ne2010,0.0109,0.0198
nemeth01,0.0078,0.0174
nemeth02,0.0063,0.0151
nemeth03,0.0063,0.0151
nemeth04,0.0063,0.0153
nemeth05,0.0063,0.0151
nemeth06,0.0064,0.0153
nemeth07,0.0063,0.0151
nemeth08,0.0063,0.0150
nemeth09,0.0064,0.0149
nemeth10,0.0064,0.0153
nemeth11,0.0063,0.0152
nemeth12,0.0061,0.0156
nemeth13,0.0064,0.0160
nemeth14,0.0066,0.0155
nemeth15,0.0069,0.0161
nemeth16,0.0074,0.0161
nemeth17,0.0075,0.0165
nemeth18,0.0079,0.0168
nemeth19,0.0092,0.0176
nemeth20,0.0098,0.0184
nemeth21,0.0113,0.0193
nemeth22,0.0133,0.0200
nemeth23,0.0150,0.0207
nemeth24,0.0151,0.0209
nemeth25,0.0151,0.0208
nemeth26,0.0150,0.0205
net100,0.0189,0.0264
net125,0.0237,0.0294
net150,0.0270,0.0320
net25,0.0076,0.0155
net4-1,0.5197,0.0267
net50,0.0122,0.0189
net75,0.0152,0.0222
netherlands_osm,0.0592,0.0540
netscience,0.0060,0.0137
netz4504,0.0058,0.0135
netz4504_dual,0.0056,0.0136
nh2010,0.0081,0.0164
nj2010,0.0120,0.0202
nlpkkt120,0.6756,0.5955
nlpkkt160,1.5991,1.4534
nlpkkt200,3.1247,2.8112
nlpkkt240,5.3857,4.8258
nlpkkt80,0.2045,0.1807
nm2010,0.0126,0.0207
nmos3,0.0079,0.0159
nnc1374,0.0049,0.0130
nnc261,0.0045,0.0118
nnc666,0.0046,0.0121
nopoly,0.0051,0.0143
nopss_11k,0.0062,0.0154
nos1,0.0044,0.0123
nos2,0.0045,0.0127
nos3,0.0046,0.0125
nos5,0.0046,0.0123
nos6,0.0045,0.0125
nos7,0.0043,0.0127
ns3Da,0.0186,0.0259
nv1,0.0202,0.0271
nv2,0.6587,0.7074
nv2010,0.0096,0.0181
nxp1,0.0256,0.0333
ny2010,0.0187,0.0274
obstclae,0.0062,0.0152
odepa400,0.0055,0.0126
offshore,0.0312,0.0394
oh2010,0.0182,0.0270
ohne2,0.0990,0.0853
oilpan,0.0243,0.0318
ok2010,0.0151,0.0227
olafu,0.0108,0.0184
olesnik0,0.0089,0.0176
olm1000,0.0053,0.0129
olm2000,0.0051,0.0130
olm500,0.0051,0.0125
olm5000,0.0050,0.0135
onera_dual,0.0064,0.0165
onetone1,0.0075,0.0164
onetone2,0.0059,0.0153
opt1,0.0160,0.0250
optdigits_10NN,0.0060,0.0145
or2010,0.0131,0.0215
orani678,0.0071,0.0146
orbitRaising_1,0.0045,0.0122
orbitRaising_2,0.0045,0.0124
orbitRaising_3,0.0047,0.0127
orbitRaising_4,0.0049,0.0131
orsirr_1,0.0045,0.0126
orsirr_2,0.0045,0.0127
orsreg_1,0.0044,0.0136
oscil_dcop_01,0.0055,0.0123
oscil_dcop_02,0.0056,0.0122
oscil_dcop_03,0.0058,0.0127
oscil_dcop_04,0.0056,0.0125
oscil_dcop_05,0.0055,0.0124
oscil_dcop_06,0.0058,0.0127
oscil_dcop_07,0.0057,0.0122
oscil_dcop_08,0.0058,0.0127
oscil_dcop_09,0.0056,0.0126
oscil_dcop_10,0.0057,0.0126
oscil_dcop_11,0.0056,0.0123
oscil_dcop_12,0.0057,0.0127
oscil_dcop_13,0.0056,0.0122
oscil_dcop_14,0.0056,0.0123
oscil_dcop_15,0.0057,0.0122
oscil_dcop_16,0.0057,0.0126
oscil_dcop_17,0.0056,0.0125
oscil_dcop_18,0.0055,0.0124
oscil_dcop_19,0.0057,0.0122
oscil_dcop_20,0.0058,0.0127
oscil_dcop_21,0.0056,0.0121
oscil_dcop_22,0.0057,0.0127
oscil_dcop_23,0.0055,0.0124
oscil_dcop_24,0.0056,0.0121
oscil_dcop_25,0.0056,0.0123
oscil_dcop_26,0.0058,0.0128
oscil_dcop_27,0.0057,0.0127
oscil_dcop_28,0.0057,0.0127
oscil_dcop_29,0.0057,0.0126
oscil_dcop_30,0.0055,0.0125
oscil_dcop_31,0.0057,0.0127
oscil_dcop_32,0.0057,0.0127
oscil_dcop_33,0.0056,0.0127
oscil_dcop_34,0.0058,0.0128
oscil_dcop_35,0.0055,0.0121
oscil_dcop_36,0.0055,0.0121
oscil_dcop_37,0.0056,0.0126
oscil_dcop_38,0.0058,0.0127
oscil_dcop_39,0.0057,0.0122
oscil_dcop_40,0.0055,0.0125
oscil_dcop_41,0.0057,0.0127
oscil_dcop_42,0.0057,0.0126
oscil_dcop_43,0.0056,0.0123
oscil_dcop_44,0.0057,0.0124
oscil_dcop_45,0.0057,0.0126
oscil_dcop_46,0.0057,0.0124
oscil_dcop_47,0.0056,0.0124
oscil_dcop_48,0.0056,0.0127
oscil_dcop_49,0.0055,0.0121
oscil_dcop_50,0.0056,0.0127
oscil_dcop_51,0.0056,0.0126
oscil_dcop_52,0.0056,0.0121
oscil_dcop_53,0.0057,0.0126
oscil_dcop_54,0.0058,0.0127
oscil_dcop_55,0.0058,0.0128
oscil_dcop_56,0.0055,0.0123
oscil_dcop_57,0.0056,0.0126
oscil_trans_01,0.0056,0.0123
p2p-Gnutella04,0.0066,0.0151
p2p-Gnutella05,0.0064,0.0151
p2p-Gnutella06,0.0064,0.0152
p2p-Gnutella08,0.0065,0.0151
p2p-Gnutella09,0.0065,0.0149
p2p-Gnutella24,0.0081,0.0159
p2p-Gnutella25,0.0080,0.0161
p2p-Gnutella30,0.0080,0.0163
p2p-Gnutella31,0.0093,0.0177
pa2010,0.0214,0.0295
packing-500x100x100-b050,0.2451,0.2104
para-10,0.0474,0.0470
para-4,0.0454,0.0469
para-5,0.0475,0.0471
para-6,0.0476,0.0473
para-7,0.0475,0.0471
para-8,0.0476,0.0475
para-9,0.0476,0.0474
parabolic_fem,0.0217,0.0365
patents,0.2042,0.2059
patents_main,0.0157,0.0227
pattern1,0.1007,0.0792
pcrystk02,0.0102,0.0177
pcrystk03,0.0165,0.0229
pct20stif,0.0187,0.0266
pdb1HYS,0.0330,0.0389
pde225,0.0046,0.0119
pde2961,0.0046,0.0138
pde900,0.0046,0.0128
pds10,0.0059,0.0147
pesa,0.0050,0.0144
pf2177,0.0102,0.0185
pfinan512,0.0072,0.0162
piston,0.0053,0.0130
pkustk01,0.0100,0.0177
pkustk02,0.0088,0.0175
pkustk03,0.0203,0.0276
pkustk04,0.0313,0.0372
pkustk05,0.0195,0.0247
pkustk06,0.0206,0.0266
pkustk07,0.0218,0.0276
pkustk08,0.0267,0.0312
pkustk09,0.0131,0.0205
pkustk10,0.0285,0.0364
pkustk11,0.0466,0.0454
pkustk12,0.0673,0.0628
pkustk13,0.0607,0.0553
pkustk14,0.1309,0.1208
plantsmargin_12NN,0.0046,0.0126
plantstexture_10NN,0.0049,0.0131
plat1919,0.0046,0.0128
plat362,0.0045,0.0123
plbuckle,0.0046,0.0133
pli,0.0125,0.0199
plsk1919,0.0057,0.0135
plskz362,0.0054,0.0121
poisson2D,0.0045,0.0125
poisson3Da,0.0078,0.0174
poisson3Db,0.0253,0.0386
polblogs,0.0053,0.0128
poli,0.0080,0.0146
poli3,0.0078,0.0158
poli4,0.0092,0.0169
poli_large,0.0077,0.0158
pores_2,0.0045,0.0127
pores_3,0.0045,0.0125
