Matrix Name,Rows,NNZs,Parameters (colProp, rowProp),TC_nnz_ratio,du_spmv (ms),cdspmv (ms)
CoupCons3D,416800,22322336,(0.875, 0.7),0.557435,0.1091,0.7129
Cube_Coup_dt0,2164760,127206144,(0.125, 0.1),0.618319,0.0788,0.4818
Cube_Coup_dt0,2164760,127206144,(0.1875, 0.15),0.620462,0.1155,0.4574
Cube_Coup_dt0,2164760,127206144,(0.25, 0.2),0.620015,0.1504,0.4322
Cube_Coup_dt0,2164760,127206144,(0.3125, 0.25),0.619458,0.1848,0.4073
Cube_Coup_dt0,2164760,127206144,(0.375, 0.3),0.619191,0.2206,0.3824
Cube_Coup_dt0,2164760,127206144,(0.4375, 0.35),0.618980,0.2544,0.358
Cube_Coup_dt0,2164760,127206144,(0.5, 0.4),0.617165,0.2897,0.3332
Cube_Coup_dt0,2164760,127206144,(0.5625, 0.45),0.614788,0.3263,0.3083
Cube_Coup_dt0,2164760,127206144,(0.625, 0.5),0.612426,0.3628,0.2834
Cube_Coup_dt0,2164760,127206144,(0.6875, 0.55),0.610751,0.3992,0.2584
Cube_Coup_dt0,2164760,127206144,(0.75, 0.6),0.610057,0.4349,0.2334
Cube_Coup_dt0,2164760,127206144,(0.8125, 0.65),0.609816,0.471,0.2086
Cube_Coup_dt0,2164760,127206144,(0.875, 0.7),0.610371,0.5058,0.184
Cube_Coup_dt6,2164760,127206144,(0.125, 0.1),0.618319,0.0789,0.4818
Cube_Coup_dt6,2164760,127206144,(0.1875, 0.15),0.620462,0.1155,0.4575
Cube_Coup_dt6,2164760,127206144,(0.25, 0.2),0.620015,0.1505,0.4323
Cube_Coup_dt6,2164760,127206144,(0.3125, 0.25),0.619458,0.1849,0.4074
Cube_Coup_dt6,2164760,127206144,(0.375, 0.3),0.619191,0.2206,0.3826
Cube_Coup_dt6,2164760,127206144,(0.4375, 0.35),0.618980,0.2545,0.358
Cube_Coup_dt6,2164760,127206144,(0.5, 0.4),0.617165,0.2898,0.3332
Cube_Coup_dt6,2164760,127206144,(0.5625, 0.45),0.614788,0.3263,0.3084
Cube_Coup_dt6,2164760,127206144,(0.625, 0.5),0.612426,0.3629,0.2835
Cube_Coup_dt6,2164760,127206144,(0.6875, 0.55),0.610751,0.3992,0.2586
Cube_Coup_dt6,2164760,127206144,(0.75, 0.6),0.610057,0.435,0.2335
Cube_Coup_dt6,2164760,127206144,(0.8125, 0.65),0.609816,0.4711,0.2087
Cube_Coup_dt6,2164760,127206144,(0.875, 0.7),0.610371,0.5059,0.1841
Flan_1565,1564794,117406044,(0.125, 0.1),0.481842,0.0899,0.4516
Flan_1565,1564794,117406044,(0.1875, 0.15),0.478602,0.1326,0.4276
Flan_1565,1564794,117406044,(0.25, 0.2),0.474632,0.1672,0.4032
Flan_1565,1564794,117406044,(0.3125, 0.25),0.472293,0.2093,0.3799
Flan_1565,1564794,117406044,(0.375, 0.3),0.471637,0.2491,0.3564
Flan_1565,1564794,117406044,(0.4375, 0.35),0.470108,0.2867,0.3326
Flan_1565,1564794,117406044,(0.5, 0.4),0.470602,0.3265,0.3087
Flan_1565,1564794,117406044,(0.5625, 0.45),0.470776,0.3642,0.2851
Flan_1565,1564794,117406044,(0.625, 0.5),0.471283,0.4013,0.2615
Flan_1565,1564794,117406044,(0.6875, 0.55),0.472444,0.4387,0.2377
Flan_1565,1564794,117406044,(0.75, 0.6),0.473300,0.4746,0.2135
Flan_1565,1564794,117406044,(0.8125, 0.65),0.474628,0.5136,0.1896
Flan_1565,1564794,117406044,(0.875, 0.7),0.480184,0.5483,0.2064
GAP-road,23947347,57708624,(0.125, 0.1),0.125581,0.2042,0.5777
GAP-road,23947347,57708624,(0.1875, 0.15),0.125603,0.3036,0.5682
GAP-road,23947347,57708624,(0.25, 0.2),0.125496,0.3953,0.5552
GAP-road,23947347,57708624,(0.3125, 0.25),0.125455,0.4769,0.5457
GAP-road,23947347,57708624,(0.375, 0.3),0.125457,0.5582,0.5367
GAP-road,23947347,57708624,(0.4375, 0.35),0.125525,0.6573,0.5282
GAP-road,23947347,57708624,(0.5, 0.4),0.125490,0.7374,0.5189
GAP-road,23947347,57708624,(0.5625, 0.45),0.125460,0.8147,0.5108
GAP-road,23947347,57708624,(0.625, 0.5),0.125434,0.9112,0.5027
GAP-road,23947347,57708624,(0.6875, 0.55),0.125433,0.9734,0.5204
GAP-road,23947347,57708624,(0.75, 0.6),0.125407,1.0573,0.5161
GAP-road,23947347,57708624,(0.8125, 0.65),0.125397,1.1289,0.4894
GAP-road,23947347,57708624,(0.875, 0.7),0.125364,1.2076,0.4867
GAP-web,50636151,1930292948,(0.125, 0.1),0.868061,0.7714,7.7699
GAP-web,50636151,1930292948,(0.1875, 0.15),0.897362,1.0791,7.3914
GAP-web,50636151,1930292948,(0.25, 0.2),0.906909,1.3908,7.0122
GAP-web,50636151,1930292948,(0.3125, 0.25),0.915342,1.73,6.6311
GAP-web,50636151,1930292948,(0.375, 0.3),0.905365,2.0879,6.2486
GAP-web,50636151,1930292948,(0.4375, 0.35),0.899254,2.4456,5.8555
GAP-web,50636151,1930292948,(0.5, 0.4),0.895048,2.8184,5.4611
GAP-web,50636151,1930292948,(0.5625, 0.45),0.881465,3.2208,5.07
GAP-web,50636151,1930292948,(0.625, 0.5),0.729491,4.0846,4.6608
GAP-web,50636151,1930292948,(0.6875, 0.55),0.715047,4.6148,4.2753
GAP-web,50636151,1930292948,(0.75, 0.6),0.684933,5.3276,3.8691
GAP-web,50636151,1930292948,(0.8125, 0.65),0.651142,6.16,3.47
GAP-web,50636151,1930292948,(0.875, 0.7),0.623761,7.0013,3.0927
Long_Coup_dt0,1470152,87088992,(0.125, 0.1),0.548827,0.0615,0.3332
Long_Coup_dt0,1470152,87088992,(0.1875, 0.15),0.548145,0.0928,0.3168
Long_Coup_dt0,1470152,87088992,(0.25, 0.2),0.549908,0.1201,0.3001
Long_Coup_dt0,1470152,87088992,(0.3125, 0.25),0.551515,0.147,0.2824
Long_Coup_dt0,1470152,87088992,(0.375, 0.3),0.552624,0.1748,0.2655
Long_Coup_dt0,1470152,87088992,(0.4375, 0.35),0.554839,0.2039,0.2486
Long_Coup_dt0,1470152,87088992,(0.5, 0.4),0.557863,0.2296,0.2326
Long_Coup_dt0,1470152,87088992,(0.5625, 0.45),0.560079,0.2557,0.2154
Long_Coup_dt0,1470152,87088992,(0.625, 0.5),0.561170,0.2837,0.1982
Long_Coup_dt0,1470152,87088992,(0.6875, 0.55),0.562324,0.3101,0.1815
Long_Coup_dt0,1470152,87088992,(0.75, 0.6),0.563675,0.3357,0.1645
Long_Coup_dt0,1470152,87088992,(0.8125, 0.65),0.565225,0.3624,0.1476
Long_Coup_dt0,1470152,87088992,(0.875, 0.7),0.567865,0.3892,0.1313
Long_Coup_dt6,1470152,87088992,(0.125, 0.1),0.548827,0.0615,0.3326
Long_Coup_dt6,1470152,87088992,(0.1875, 0.15),0.548145,0.0926,0.3162
Long_Coup_dt6,1470152,87088992,(0.25, 0.2),0.549908,0.1201,0.2995
Long_Coup_dt6,1470152,87088992,(0.3125, 0.25),0.551515,0.1469,0.282
Long_Coup_dt6,1470152,87088992,(0.375, 0.3),0.552624,0.1747,0.2652
Long_Coup_dt6,1470152,87088992,(0.4375, 0.35),0.554839,0.2038,0.2484
Long_Coup_dt6,1470152,87088992,(0.5, 0.4),0.557863,0.2295,0.2325
Long_Coup_dt6,1470152,87088992,(0.5625, 0.45),0.560079,0.2557,0.2153
Long_Coup_dt6,1470152,87088992,(0.625, 0.5),0.561170,0.2837,0.1981
Long_Coup_dt6,1470152,87088992,(0.6875, 0.55),0.562324,0.3101,0.1813
Long_Coup_dt6,1470152,87088992,(0.75, 0.6),0.563675,0.3357,0.1646
Long_Coup_dt6,1470152,87088992,(0.8125, 0.65),0.565225,0.3624,0.1477
Long_Coup_dt6,1470152,87088992,(0.875, 0.7),0.567865,0.3892,0.1313
ML_Geer,1504002,110879972,(0.125, 0.1),0.588694,0.0727,0.4261
ML_Geer,1504002,110879972,(0.1875, 0.15),0.590125,0.1076,0.4041
ML_Geer,1504002,110879972,(0.25, 0.2),0.591003,0.1364,0.3825
ML_Geer,1504002,110879972,(0.3125, 0.25),0.591556,0.1661,0.3604
ML_Laplace,377002,27689972,(0.125, 0.1),0.581505,0.0165,0.1154
ML_Laplace,377002,27689972,(0.1875, 0.15),0.584046,0.0228,0.1094
ML_Laplace,377002,27689972,(0.25, 0.2),0.585772,0.0258,0.1045
ML_Laplace,377002,27689972,(0.3125, 0.25),0.586571,0.0349,0.0989
ML_Laplace,377002,27689972,(0.375, 0.3),0.586967,0.0448,0.0931
ML_Laplace,377002,27689972,(0.4375, 0.35),0.587553,0.0627,0.0883
ML_Laplace,377002,27689972,(0.5, 0.4),0.588155,0.0726,0.082
ML_Laplace,377002,27689972,(0.5625, 0.45),0.588916,0.0853,0.0767
ML_Laplace,377002,27689972,(0.625, 0.5),0.589699,0.0921,0.0714
ML_Laplace,377002,27689972,(0.6875, 0.55),0.590584,0.0981,0.0657
ML_Laplace,377002,27689972,(0.75, 0.6),0.591547,0.1082,0.0621
ML_Laplace,377002,27689972,(0.8125, 0.65),0.592589,0.1144,0.0592
ML_Laplace,377002,27689972,(0.875, 0.7),0.593674,0.1197,0.0551
Queen_4147,4147110,329499284,(0.125, 0.1),0.511854,0.2236,1.2612
Queen_4147,4147110,329499284,(0.1875, 0.15),0.512013,0.3231,1.1957
Queen_4147,4147110,329499284,(0.25, 0.2),0.512381,0.4268,1.1293
Queen_4147,4147110,329499284,(0.3125, 0.25),0.512968,0.5272,1.0627
Queen_4147,4147110,329499284,(0.375, 0.3),0.513675,0.6253,0.996
Queen_4147,4147110,329499284,(0.4375, 0.35),0.514053,0.7275,0.9297
Queen_4147,4147110,329499284,(0.5, 0.4),0.514472,0.8261,0.8625
Queen_4147,4147110,329499284,(0.5625, 0.45),0.514676,0.9268,0.7957
Queen_4147,4147110,329499284,(0.625, 0.5),0.514976,1.0298,0.7291
Queen_4147,4147110,329499284,(0.6875, 0.55),0.515210,1.1298,0.6615
Queen_4147,4147110,329499284,(0.75, 0.6),0.515200,1.2298,0.5952
Queen_4147,4147110,329499284,(0.8125, 0.65),0.515278,1.3303,0.5286
Queen_4147,4147110,329499284,(0.875, 0.7),0.515361,1.4305,0.4607
RM07R,381689,37464962,(0.125, 0.1),0.496055,0.0437,0.1538
RM07R,381689,37464962,(0.1875, 0.15),0.512756,0.0436,0.1463
RM07R,381689,37464962,(0.25, 0.2),0.499663,0.0557,0.1395
RM07R,381689,37464962,(0.3125, 0.25),0.503095,0.0873,0.1318
RM07R,381689,37464962,(0.375, 0.3),0.520885,0.1021,0.1235
RM07R,381689,37464962,(0.4375, 0.35),0.499972,0.1121,0.1156
RM07R,381689,37464962,(0.5, 0.4),0.485475,0.1228,0.1082
RM07R,381689,37464962,(0.5625, 0.45),0.497835,0.1327,0.1024
RM07R,381689,37464962,(0.625, 0.5),0.498566,0.1414,0.0956
RM07R,381689,37464962,(0.6875, 0.55),0.479423,0.1562,0.0894
RM07R,381689,37464962,(0.75, 0.6),0.489556,0.1638,0.0825
RM07R,381689,37464962,(0.8125, 0.65),0.504213,0.1833,0.0764
RM07R,381689,37464962,(0.875, 0.7),0.508651,0.1916,0.073
af_shell10,1508065,52672325,(0.125, 0.1),0.560510,0.0238,0.2362
af_shell10,1508065,52672325,(0.1875, 0.15),0.560504,0.0424,0.2302
af_shell10,1508065,52672325,(0.25, 0.2),0.560505,0.0656,0.2245
af_shell10,1508065,52672325,(0.3125, 0.25),0.560510,0.0816,0.2176
af_shell10,1508065,52672325,(0.375, 0.3),0.560508,0.0968,0.2124
af_shell10,1508065,52672325,(0.4375, 0.35),0.560510,0.1113,0.207
af_shell10,1508065,52672325,(0.5, 0.4),0.560508,0.126,0.2001
af_shell10,1508065,52672325,(0.5625, 0.45),0.560512,0.1409,0.1944
af_shell10,1508065,52672325,(0.625, 0.5),0.560511,0.1557,0.1888
af_shell10,1508065,52672325,(0.6875, 0.55),0.560510,0.1705,0.1822
af_shell10,1508065,52672325,(0.75, 0.6),0.560510,0.1854,0.175
af_shell10,1508065,52672325,(0.8125, 0.65),0.560508,0.2001,0.1682
af_shell10,1508065,52672325,(0.875, 0.7),0.560511,0.2146,0.1616
arabic-2005,22744080,639999458,(0.125, 0.1),0.841179,0.2788,2.6798
arabic-2005,22744080,639999458,(0.1875, 0.15),0.876051,0.3915,2.5527
arabic-2005,22744080,639999458,(0.25, 0.2),0.885734,0.5052,2.4235
arabic-2005,22744080,639999458,(0.3125, 0.25),0.885848,0.6278,2.2951
arabic-2005,22744080,639999458,(0.375, 0.3),0.879547,0.756,2.1645
arabic-2005,22744080,639999458,(0.4375, 0.35),0.871465,0.883,2.0269
arabic-2005,22744080,639999458,(0.5, 0.4),0.866919,1.0086,1.8739
arabic-2005,22744080,639999458,(0.5625, 0.45),0.849907,1.1576,1.7425
arabic-2005,22744080,639999458,(0.625, 0.5),0.830349,1.3155,1.6075
arabic-2005,22744080,639999458,(0.6875, 0.55),0.814716,1.4753,1.4775
arabic-2005,22744080,639999458,(0.75, 0.6),0.785191,1.6745,1.3442
arabic-2005,22744080,639999458,(0.8125, 0.65),0.744278,1.9131,1.2226
arabic-2005,22744080,639999458,(0.875, 0.7),0.697952,2.2037,1.1004
bone010,986703,71666325,(0.125, 0.1),0.463992,0.0495,0.2816
bone010,986703,71666325,(0.1875, 0.15),0.463402,0.0891,0.2664
bone010,986703,71666325,(0.25, 0.2),0.468144,0.113,0.2517
bone010,986703,71666325,(0.3125, 0.25),0.469440,0.1373,0.2371
bone010,986703,71666325,(0.375, 0.3),0.471715,0.1682,0.2226
bone010,986703,71666325,(0.4375, 0.35),0.469371,0.1909,0.2078
bone010,986703,71666325,(0.5, 0.4),0.462631,0.2144,0.1933
bone010,986703,71666325,(0.5625, 0.45),0.457232,0.2412,0.1792
bone010,986703,71666325,(0.625, 0.5),0.456071,0.2709,0.1647
bone010,986703,71666325,(0.6875, 0.55),0.454691,0.2961,0.1504
bone010,986703,71666325,(0.75, 0.6),0.455468,0.3204,0.1363
bone010,986703,71666325,(0.8125, 0.65),0.460363,0.3427,0.1215
bone010,986703,71666325,(0.875, 0.7),0.471437,0.3612,0.108
it-2004,41291594,1150725436,(0.125, 0.1),0.862305,0.4797,4.8379
it-2004,41291594,1150725436,(0.1875, 0.15),0.873717,0.7074,4.6052
it-2004,41291594,1150725436,(0.25, 0.2),0.875139,0.9281,4.371
it-2004,41291594,1150725436,(0.3125, 0.25),0.880739,1.1332,4.1182
it-2004,41291594,1150725436,(0.375, 0.3),0.887784,1.3447,3.8815
it-2004,41291594,1150725436,(0.4375, 0.35),0.889196,1.5612,3.6355
it-2004,41291594,1150725436,(0.5, 0.4),0.888754,1.7792,3.3969
it-2004,41291594,1150725436,(0.5625, 0.45),0.871016,2.0289,3.1514
it-2004,41291594,1150725436,(0.625, 0.5),0.851245,2.3109,2.9068
it-2004,41291594,1150725436,(0.6875, 0.55),0.821754,2.6349,2.6673
it-2004,41291594,1150725436,(0.75, 0.6),0.775986,3.0329,2.4313
it-2004,41291594,1150725436,(0.8125, 0.65),0.720551,3.5316,2.2416
it-2004,41291594,1150725436,(0.875, 0.7),0.668590,4.1152,2.0207
ldoor,952203,46522475,(0.125, 0.1),0.505528,0.0232,0.1888
ldoor,952203,46522475,(0.1875, 0.15),0.502630,0.0392,0.1797
ldoor,952203,46522475,(0.25, 0.2),0.500409,0.0665,0.1705
ldoor,952203,46522475,(0.3125, 0.25),0.500713,0.0849,0.1613
ldoor,952203,46522475,(0.375, 0.3),0.502450,0.1004,0.1524
ldoor,952203,46522475,(0.4375, 0.35),0.505283,0.1147,0.1426
ldoor,952203,46522475,(0.5, 0.4),0.510811,0.1299,0.1327
ldoor,952203,46522475,(0.5625, 0.45),0.516330,0.1435,0.1228
ldoor,952203,46522475,(0.625, 0.5),0.516630,0.1579,0.1136
ldoor,952203,46522475,(0.6875, 0.55),0.513015,0.1743,0.1033
ldoor,952203,46522475,(0.75, 0.6),0.511768,0.1894,0.0932
ldoor,952203,46522475,(0.8125, 0.65),0.512463,0.2044,0.2548
ldoor,952203,46522475,(0.875, 0.7),0.512294,0.219,1.9209
sk-2005,50636154,1949412601,(0.125, 0.1),0.862360,0.7804,7.8422
sk-2005,50636154,1949412601,(0.1875, 0.15),0.897675,1.0919,7.4596
sk-2005,50636154,1949412601,(0.25, 0.2),0.908069,1.4055,7.0746
sk-2005,50636154,1949412601,(0.3125, 0.25),0.916824,1.7435,6.6879
sk-2005,50636154,1949412601,(0.375, 0.3),0.905152,2.1015,6.3045
sk-2005,50636154,1949412601,(0.4375, 0.35),0.898719,2.4778,5.9038
sk-2005,50636154,1949412601,(0.5, 0.4),0.895241,2.8385,5.5023
sk-2005,50636154,1949412601,(0.5625, 0.45),0.880484,3.2573,5.1124
sk-2005,50636154,1949412601,(0.625, 0.5),0.729910,4.1143,4.6878
sk-2005,50636154,1949412601,(0.6875, 0.55),0.713655,4.6846,4.3
sk-2005,50636154,1949412601,(0.75, 0.6),0.681934,5.4039,3.8881
sk-2005,50636154,1949412601,(0.8125, 0.65),0.648051,6.2496,3.5011
sk-2005,50636154,1949412601,(0.875, 0.7),0.621295,7.1134,3.1181
uk-2002,18520486,298113762,(0.125, 0.1),0.814644,0.1444,1.3729
uk-2002,18520486,298113762,(0.1875, 0.15),0.819352,0.2104,1.3151
uk-2002,18520486,298113762,(0.25, 0.2),0.824665,0.2756,1.2559
uk-2002,18520486,298113762,(0.3125, 0.25),0.826097,0.3436,1.1944
uk-2002,18520486,298113762,(0.375, 0.3),0.826024,0.4096,1.1357
uk-2002,18520486,298113762,(0.4375, 0.35),0.821915,0.4777,1.0739
uk-2002,18520486,298113762,(0.5, 0.4),0.807218,0.5529,1.0186
uk-2002,18520486,298113762,(0.5625, 0.45),0.784304,0.6366,0.9554
uk-2002,18520486,298113762,(0.625, 0.5),0.758366,0.7254,0.8935
uk-2002,18520486,298113762,(0.6875, 0.55),0.726962,0.8281,0.8374
uk-2002,18520486,298113762,(0.75, 0.6),0.688047,0.9482,0.7844
uk-2002,18520486,298113762,(0.8125, 0.65),0.637221,1.1002,0.7335
uk-2002,18520486,298113762,(0.875, 0.7),0.570091,1.3104,0.6751
