Matrix,Init Time (ms),Best Time (ms),Best col_frac,Best hot_frac
CO,0.079562,0.079562,0.0,0.0
CSphd,0.006103,0.006103,0.0,0.0
California,0.006327,0.006327,0.0,0.0
Chebyshev1,0.004168,0.004168,0.0,0.0
Chebyshev2,0.011784,0.01092,0.85,0.3582870177156186
Chebyshev3,0.01758,0.01758,0.0,0.0
Chebyshev4,0.269954,0.247753,0.85,0.0
Chem97ZtZ,0.004686,0.004686,0.0,0.0
Chevron1,0.006125,0.006125,0.0,0.0
Chevron2,0.009007,0.009007,0.0,0.0
Chevron3,0.045639,0.044133,0.85,0.47640992122903447
Chevron4,0.077179,0.077179,0.0,0.0
CollegeMsg,0.005301,0.005301,0.0,0.0
CurlCurl_0,0.005373,0.005373,0.0,0.0
CurlCurl_1,0.031763,0.024147,0.6627373502318541,0.41779511056254093
CurlCurl_2,0.099221,0.099221,0.0,0.0
CurlCurl_3,0.143977,0.143977,0.0,0.0
CurlCurl_4,0.268587,0.268587,0.0,0.0
DK01R,0.004413,0.004413,0.0,0.0
Dubcova1,0.00631,0.00631,0.0,0.0
Dubcova2,0.011902,0.011902,0.0,0.0
Dubcova3,0.044025,0.032376,0.6627373502318541,0.41779511056254093
EAT_RS,0.010229,0.010229,0.0,0.0
EAT_SR,0.008868,0.008868,0.0,0.0
EPA,0.007717,0.007717,0.0,0.0
EVA,0.013709,0.013709,0.0,0.0
EX1,0.004724,0.004724,0.0,0.0
EX2,0.004633,0.004633,0.0,0.0
EX3,0.005305,0.005305,0.0,0.0
EX4,0.005255,0.005255,0.0,0.0
EX5,0.007074,0.007074,0.0,0.0
EX6,0.007141,0.007141,0.0,0.0
Ecoli_10NN,0.00441,0.00441,0.0,0.0
Emilia_923,0.362267,0.362267,0.0,0.0
Erdos02,0.006286,0.006286,0.0,0.0
Erdos971,0.004849,0.004849,0.0,0.0
Erdos972,0.006136,0.006136,0.0,0.0
Erdos981,0.004591,0.004591,0.0,0.0
Erdos982,0.006195,0.006195,0.0,0.0
Erdos991,0.004768,0.004768,0.0,0.0
Erdos992,0.006073,0.006073,0.0,0.0
F1,0.249674,0.248991,0.37895783992555254,0.06998244107260203
F2,0.055055,0.055055,0.0,0.0
FA,0.006111,0.006111,0.0,0.0
FEM_3D_thermal1,0.006755,0.006755,0.0,0.0
FEM_3D_thermal2,0.042753,0.027616,0.6627373502318541,0.41779511056254093
Fashion_MNIST_norm_10NN,0.007149,0.007149,0.0,0.0
Fault_639,0.255328,0.255328,0.0,0.0
Freescale1,0.269183,0.269183,0.0,0.0
Freescale2,0.281584,0.281584,0.0,0.0
FullChip,0.330312,0.330312,0.0,0.0
G1,0.004927,0.004927,0.0,0.0
G10,0.004927,0.004927,0.0,0.0
G11,0.004138,0.004138,0.0,0.0
G12,0.004292,0.004292,0.0,0.0
G13,0.004257,0.004257,0.0,0.0
G14,0.004529,0.004529,0.0,0.0
G15,0.004442,0.004442,0.0,0.0
G16,0.004745,0.004745,0.0,0.0
G17,0.004784,0.004784,0.0,0.0
G18,0.004536,0.004536,0.0,0.0
G19,0.00458,0.00458,0.0,0.0
G2,0.005031,0.005031,0.0,0.0
G20,0.004726,0.004726,0.0,0.0
G21,0.004685,0.004685,0.0,0.0
G22,0.005303,0.005303,0.0,0.0
G23,0.005179,0.005179,0.0,0.0
G24,0.005253,0.005253,0.0,0.0
G25,0.005444,0.005444,0.0,0.0
G26,0.005293,0.005293,0.0,0.0
G27,0.005287,0.005287,0.0,0.0
G28,0.00545,0.00545,0.0,0.0
G29,0.005458,0.005458,0.0,0.0
G2_circuit,0.009035,0.009035,0.0,0.0
G3,0.005141,0.005141,0.0,0.0
G30,0.005449,0.005449,0.0,0.0
G31,0.005222,0.005222,0.0,0.0
G32,0.004165,0.004165,0.0,0.0
G33,0.00416,0.00416,0.0,0.0
G34,0.004413,0.004413,0.0,0.0
G35,0.004883,0.004883,0.0,0.0
G36,0.005005,0.005005,0.0,0.0
G37,0.004956,0.004956,0.0,0.0
G38,0.005115,0.005115,0.0,0.0
G39,0.005151,0.005151,0.0,0.0
G3_circuit,0.1045,0.1045,0.0,0.0
G4,0.005036,0.005036,0.0,0.0
G40,0.005145,0.005145,0.0,0.0
G41,0.004959,0.004959,0.0,0.0
G42,0.004899,0.004899,0.0,0.0
G43,0.004938,0.004938,0.0,0.0
G44,0.004708,0.004708,0.0,0.0
G45,0.004941,0.004941,0.0,0.0
G46,0.004941,0.004941,0.0,0.0
G47,0.005005,0.005005,0.0,0.0
G48,0.004195,0.004195,0.0,0.0
G49,0.004449,0.004449,0.0,0.0
G5,0.00491,0.00491,0.0,0.0
G50,0.00417,0.00417,0.0,0.0
G51,0.00482,0.00482,0.0,0.0
G52,0.004751,0.004751,0.0,0.0
G53,0.004724,0.004724,0.0,0.0
G54,0.004761,0.004761,0.0,0.0
G55,0.005193,0.005193,0.0,0.0
G56,0.005257,0.005257,0.0,0.0
G57,0.004242,0.004242,0.0,0.0
G58,0.006597,0.006597,0.0,0.0
G59,0.006521,0.006521,0.0,0.0
G6,0.004992,0.004992,0.0,0.0
G60,0.005244,0.005244,0.0,0.0
G61,0.005243,0.005243,0.0,0.0
G62,0.004311,0.004311,0.0,0.0
G63,0.006182,0.006182,0.0,0.0
G64,0.006336,0.006336,0.0,0.0
G65,0.004374,0.004374,0.0,0.0
G66,0.004427,0.004427,0.0,0.0
G67,0.004427,0.004427,0.0,0.0
G7,0.004977,0.004977,0.0,0.0
G8,0.005102,0.005102,0.0,0.0
G9,0.005092,0.005092,0.0,0.0
GD00_c,0.005584,0.005584,0.0,0.0
GD06_Java,0.004606,0.004606,0.0,0.0
GD96_a,0.005136,0.005136,0.0,0.0
GT01R,0.006746,0.006746,0.0,0.0
G_n_pin_pout,0.014772,0.014772,0.0,0.0
Ga10As10H30,0.063356,0.063356,0.0,0.0
Ga19As19H42,0.08637,0.08637,0.0,0.0
Ga3As3H12,0.061697,0.060289,0.7867378391056997,0.3556588878232022
Ga41As41H72,0.168295,0.168295,0.0,0.0
GaAsH6,0.039756,0.038094,0.85,0.4891345051500381
Ge87H76,0.078387,0.078387,0.0,0.0
Ge99H100,0.08266,0.08266,0.0,0.0
Geo_1438,0.549561,0.549561,0.0,0.0
Glass_10NN,0.004321,0.004321,0.0,0.0
Goodwin_010,0.004606,0.004606,0.0,0.0
Goodwin_013,0.004918,0.004918,0.0,0.0
Goodwin_017,0.005259,0.005259,0.0,0.0
Goodwin_023,0.005853,0.005853,0.0,0.0
Goodwin_030,0.006542,0.006542,0.0,0.0
Goodwin_040,0.008013,0.008013,0.0,0.0
Goodwin_054,0.01146,0.01146,0.0,0.0
Goodwin_071,0.015518,0.015518,0.0,0.0
Goodwin_095,0.040383,0.02753,0.6627373502318541,0.41779511056254093
Goodwin_127,0.064187,0.064187,0.0,0.0
H2O,0.020372,0.020372,0.0,0.0
HEP-th,0.01018,0.01018,0.0,0.0
HEP-th-new,0.011098,0.011098,0.0,0.0
HTC_336_4438,0.011,0.011,0.0,0.0
HTC_336_9129,0.010357,0.010357,0.0,0.0
HV15R,2.250716,2.250716,0.0,0.0
Hamrle2,0.0047,0.0047,0.0,0.0
Hamrle3,0.08599,0.081127,0.6273345378095018,0.3640680333607554
Hardesty1,0.12935,0.12837,0.6770615388311981,0.12840435290631466
Harvard500,0.005226,0.005226,0.0,0.0
Hook_1498,0.540164,0.540164,0.0,0.0
Ill_Stokes,0.007672,0.007672,0.0,0.0
JapaneseVowelsSmall_10NN,0.005537,0.005537,0.0,0.0
Journals,0.004557,0.004557,0.0,0.0
Kaufhold,0.004918,0.004918,0.0,0.0
Kohonen,0.008037,0.008037,0.0,0.0
Kuu,0.00639,0.00639,0.0,0.0
L,0.004548,0.004548,0.0,0.0
L-9,0.005479,0.005479,0.0,0.0
LF10000,0.004742,0.004742,0.0,0.0
LFAT5000,0.005422,0.005422,0.0,0.0
LeGresley_2508,0.004625,0.004625,0.0,0.0
LeGresley_4908,0.004948,0.004948,0.0,0.0
LeGresley_87936,0.009187,0.009187,0.0,0.0
Lederberg,0.006821,0.006821,0.0,0.0
Lin,0.016193,0.016193,0.0,0.0
Linux_call_graph,0.015893,0.015893,0.0,0.0
M10PI_n,0.004368,0.004368,0.0,0.0
M10PI_n1,0.004487,0.004487,0.0,0.0
M20PI_n,0.00447,0.00447,0.0,0.0
M20PI_n1,0.004443,0.004443,0.0,0.0
M40PI_n,0.004745,0.004745,0.0,0.0
M40PI_n1,0.004648,0.004648,0.0,0.0
M6,0.480774,0.419296,0.7091578610615525,0.5281300325015661
M80PI_n,0.004863,0.004863,0.0,0.0
M80PI_n1,0.004684,0.004684,0.0,0.0
MISKnowledgeMap,0.005814,0.005814,0.0,0.0
Muu,0.005524,0.005524,0.0,0.0
NACA0015,0.080787,0.080787,0.0,0.0
NLR,0.624947,0.454716,0.5755931241351736,0.5189167892169784
Na5,0.006538,0.006538,0.0,0.0
NotreDame_www,0.033059,0.033059,0.0,0.0
NotreDame_yeast,0.005659,0.005659,0.0,0.0
ODLIS,0.004925,0.004925,0.0,0.0
OPF_10000,0.007326,0.007326,0.0,0.0
OPF_3754,0.005613,0.005613,0.0,0.0
OPF_6000,0.006318,0.006318,0.0,0.0
Olivetti_norm_10NN,0.004634,0.004634,0.0,0.0
Oregon-1,0.035366,0.029439,0.6770615388311981,0.12840435290631466
Oregon-2,0.036566,0.022813,0.6627373502318541,0.41779511056254093
PFlow_742,0.328631,0.328631,0.0,0.0
PGPgiantcompo,0.006203,0.006203,0.0,0.0
PR02R,0.082402,0.082402,0.0,0.0
Pd,0.005049,0.005049,0.0,0.0
Plants_10NN,0.004694,0.004694,0.0,0.0
Pres_Poisson,0.008244,0.008244,0.0,0.0
RFdevice,0.006832,0.006832,0.0,0.0
Raj1,0.013555,0.013555,0.0,0.0
Reuters911,0.009821,0.009821,0.0,0.0
Roget,0.005006,0.005006,0.0,0.0
S10PI_n,0.004601,0.004601,0.0,0.0
S10PI_n1,0.00461,0.00461,0.0,0.0
S20PI_n,0.004383,0.004383,0.0,0.0
S20PI_n1,0.004579,0.004579,0.0,0.0
S40PI_n,0.004751,0.004751,0.0,0.0
S40PI_n1,0.004605,0.004605,0.0,0.0
S80PI_n,0.005059,0.005059,0.0,0.0
S80PI_n1,0.004812,0.004812,0.0,0.0
SciMet,0.005465,0.005465,0.0,0.0
Serena,0.582159,0.580543,0.85,0.37930919665130025
Si10H16,0.010189,0.010189,0.0,0.0
Si2,0.004691,0.004691,0.0,0.0
Si34H36,0.055894,0.055894,0.0,0.0
Si41Ge41H72,0.137888,0.137888,0.0,0.0
Si5H12,0.01011,0.01011,0.0,0.0
Si87H76,0.104091,0.104091,0.0,0.0
SiH4,0.005928,0.005928,0.0,0.0
SiNa,0.006064,0.006064,0.0,0.0
SiO,0.013532,0.013532,0.0,0.0
SiO2,0.106279,0.106279,0.0,0.0
Sieber,0.00457,0.00457,0.0,0.0
SmaGri,0.005235,0.005235,0.0,0.0
Spectro_10NN,0.004664,0.004664,0.0,0.0
Stanford,0.039032,0.039032,0.0,0.0
Stanford_Berkeley,2.724807,0.09671,0.7644067778145418,0.322713977656781
StocF-1465,0.213991,0.213991,0.0,0.0
TEM152078,0.06913,0.06913,0.0,0.0
TEM181302,0.080989,0.080989,0.0,0.0
TEM27623,0.007487,0.007487,0.0,0.0
TS,0.004654,0.004654,0.0,0.0
TSC_OPF_1047,0.015178,0.015178,0.0,0.0
TSC_OPF_300,0.008733,0.008733,0.0,0.0
TSOPF_FS_b162_c1,0.007745,0.007745,0.0,0.0
TSOPF_FS_b162_c3,0.014382,0.014382,0.0,0.0
TSOPF_FS_b162_c4,0.01886,0.01886,0.0,0.0
TSOPF_FS_b300,0.045581,0.045581,0.0,0.0
TSOPF_FS_b300_c1,0.045593,0.045593,0.0,0.0
TSOPF_FS_b300_c2,0.080968,0.080968,0.0,0.0
TSOPF_FS_b300_c3,0.117142,0.117142,0.0,0.0
TSOPF_FS_b39_c19,0.226087,0.02463,0.85,0.47488318346633157
TSOPF_FS_b39_c30,0.374341,0.325079,0.85,0.5586950528883439
TSOPF_FS_b39_c7,0.079239,0.016394,0.85,0.7
TSOPF_FS_b9_c1,0.004804,0.004804,0.0,0.0
TSOPF_FS_b9_c6,0.046684,0.014248,0.85,0.32681156850920173
TSOPF_RS_b162_c1,0.005599,0.005599,0.0,0.0
TSOPF_RS_b162_c3,0.007665,0.007665,0.0,0.0
TSOPF_RS_b162_c4,0.008802,0.008802,0.0,0.0
TSOPF_RS_b2052_c1,0.06412,0.058909,0.85,0.7
TSOPF_RS_b2383,0.136973,0.136629,0.6770615388311981,0.12840435290631466
TSOPF_RS_b2383_c1,0.136954,0.136637,0.6770615388311981,0.12840435290631466
TSOPF_RS_b300_c1,0.012043,0.012043,0.0,0.0
TSOPF_RS_b300_c2,0.03208,0.026023,0.85,0.4718133965511859
TSOPF_RS_b300_c3,0.045528,0.041078,0.8067658759128635,0.488564175911515
TSOPF_RS_b39_c19,0.00869,0.00869,0.0,0.0
TSOPF_RS_b39_c30,0.011685,0.011685,0.0,0.0
TSOPF_RS_b39_c7,0.005987,0.005987,0.0,0.0
TSOPF_RS_b678_c1,0.044933,0.0352,0.6627373502318541,0.41779511056254093
TSOPF_RS_b678_c2,0.081157,0.081157,0.0,0.0
TSOPF_RS_b9_c6,0.005095,0.005095,0.0,0.0
Transport,0.229762,0.229762,0.0,0.0
Trefethen_150,0.004252,0.004252,0.0,0.0
Trefethen_200,0.004449,0.004449,0.0,0.0
Trefethen_2000,0.004856,0.004856,0.0,0.0
Trefethen_20000,0.009153,0.009153,0.0,0.0
Trefethen_20000b,0.009181,0.009181,0.0,0.0
Trefethen_200b,0.004581,0.004581,0.0,0.0
Trefethen_300,0.004741,0.004741,0.0,0.0
Trefethen_500,0.004733,0.004733,0.0,0.0
Trefethen_700,0.004504,0.004504,0.0,0.0
USAir97,0.004612,0.004612,0.0,0.0
USpowerGrid,0.005123,0.005123,0.0,0.0
Vehicle_10NN,0.004568,0.004568,0.0,0.0
Wordnet3,0.017851,0.017851,0.0,0.0
YaleA_10NN,0.004522,0.004522,0.0,0.0
YaleB_10NN,0.004869,0.004869,0.0,0.0
Zd_Jac2,0.014778,0.014778,0.0,0.0
Zd_Jac2_db,0.009658,0.009658,0.0,0.0
Zd_Jac3,0.01655,0.01655,0.0,0.0
Zd_Jac3_db,0.009913,0.009913,0.0,0.0
Zd_Jac6,0.015173,0.015173,0.0,0.0
Zd_Jac6_db,0.009576,0.009576,0.0,0.0
Zewail,0.006968,0.006968,0.0,0.0
Zhao1,0.0055,0.0055,0.0,0.0
Zhao2,0.005479,0.005479,0.0,0.0
a0nsdsil,0.231961,0.013496,0.6822848023107129,0.13648275608734442
a2nnsnsl,0.230976,0.013744,0.6770615388311981,0.12840435290631466
a5esindl,0.178797,0.012516,0.5051463094398141,0.0
adaptive,0.46498,0.46498,0.0,0.0
add20,0.004864,0.004864,0.0,0.0
add32,0.004922,0.004922,0.0,0.0
adder_dcop_01,0.004859,0.004859,0.0,0.0
adder_dcop_02,0.004577,0.004577,0.0,0.0
adder_dcop_03,0.004945,0.004945,0.0,0.0
adder_dcop_04,0.005001,0.005001,0.0,0.0
adder_dcop_05,0.004979,0.004979,0.0,0.0
adder_dcop_06,0.004882,0.004882,0.0,0.0
adder_dcop_07,0.004684,0.004684,0.0,0.0
adder_dcop_08,0.004845,0.004845,0.0,0.0
adder_dcop_09,0.004819,0.004819,0.0,0.0
adder_dcop_10,0.004753,0.004753,0.0,0.0
adder_dcop_11,0.004606,0.004606,0.0,0.0
adder_dcop_12,0.004611,0.004611,0.0,0.0
adder_dcop_13,0.004671,0.004671,0.0,0.0
adder_dcop_14,0.004634,0.004634,0.0,0.0
adder_dcop_15,0.004647,0.004647,0.0,0.0
adder_dcop_16,0.004644,0.004644,0.0,0.0
adder_dcop_17,0.004795,0.004795,0.0,0.0
adder_dcop_18,0.004823,0.004823,0.0,0.0
adder_dcop_19,0.004803,0.004803,0.0,0.0
adder_dcop_20,0.004623,0.004623,0.0,0.0
adder_dcop_21,0.004582,0.004582,0.0,0.0
adder_dcop_22,0.004691,0.004691,0.0,0.0
adder_dcop_23,0.004642,0.004642,0.0,0.0
adder_dcop_24,0.004582,0.004582,0.0,0.0
adder_dcop_25,0.004637,0.004637,0.0,0.0
adder_dcop_26,0.0046,0.0046,0.0,0.0
adder_dcop_27,0.004688,0.004688,0.0,0.0
adder_dcop_28,0.004843,0.004843,0.0,0.0
adder_dcop_29,0.004829,0.004829,0.0,0.0
adder_dcop_30,0.004799,0.004799,0.0,0.0
adder_dcop_31,0.00463,0.00463,0.0,0.0
adder_dcop_32,0.004621,0.004621,0.0,0.0
adder_dcop_33,0.004784,0.004784,0.0,0.0
adder_dcop_34,0.004607,0.004607,0.0,0.0
adder_dcop_35,0.004633,0.004633,0.0,0.0
adder_dcop_36,0.004576,0.004576,0.0,0.0
adder_dcop_37,0.004673,0.004673,0.0,0.0
adder_dcop_38,0.004644,0.004644,0.0,0.0
adder_dcop_39,0.004848,0.004848,0.0,0.0
adder_dcop_40,0.004609,0.004609,0.0,0.0
adder_dcop_41,0.004819,0.004819,0.0,0.0
adder_dcop_42,0.004799,0.004799,0.0,0.0
adder_dcop_43,0.004672,0.004672,0.0,0.0
adder_dcop_44,0.004621,0.004621,0.0,0.0
adder_dcop_45,0.004854,0.004854,0.0,0.0
adder_dcop_46,0.004622,0.004622,0.0,0.0
adder_dcop_47,0.004851,0.004851,0.0,0.0
adder_dcop_48,0.004821,0.004821,0.0,0.0
adder_dcop_49,0.004679,0.004679,0.0,0.0
adder_dcop_50,0.004635,0.004635,0.0,0.0
adder_dcop_51,0.004635,0.004635,0.0,0.0
adder_dcop_52,0.004611,0.004611,0.0,0.0
adder_dcop_53,0.004714,0.004714,0.0,0.0
adder_dcop_54,0.004577,0.004577,0.0,0.0
adder_dcop_55,0.004565,0.004565,0.0,0.0
adder_dcop_56,0.004625,0.004625,0.0,0.0
adder_dcop_57,0.004599,0.004599,0.0,0.0
adder_dcop_58,0.004621,0.004621,0.0,0.0
adder_dcop_59,0.004836,0.004836,0.0,0.0
adder_dcop_60,0.004679,0.004679,0.0,0.0
adder_dcop_61,0.004651,0.004651,0.0,0.0
adder_dcop_62,0.004648,0.004648,0.0,0.0
adder_dcop_63,0.004647,0.004647,0.0,0.0
adder_dcop_64,0.004582,0.004582,0.0,0.0
adder_dcop_65,0.0048,0.0048,0.0,0.0
adder_dcop_66,0.004582,0.004582,0.0,0.0
adder_dcop_67,0.004799,0.004799,0.0,0.0
adder_dcop_68,0.00473,0.00473,0.0,0.0
adder_dcop_69,0.004823,0.004823,0.0,0.0
adder_trans_01,0.00517,0.00517,0.0,0.0
adder_trans_02,0.005002,0.005002,0.0,0.0
af23560,0.007514,0.007514,0.0,0.0
af_0_k101,0.164409,0.160667,0.6869393740698192,0.12317518619738331
af_1_k101,0.164451,0.163456,0.6770615388311981,0.12840435290631466
af_2_k101,0.164334,0.163165,0.6770615388311981,0.12840435290631466
af_3_k101,0.164317,0.163394,0.6770615388311981,0.12840435290631466
af_4_k101,0.164394,0.163476,0.6770615388311981,0.12840435290631466
af_5_k101,0.164298,0.163433,0.6770615388311981,0.12840435290631466
af_shell1,0.164139,0.161595,0.6770615388311981,0.12840435290631466
af_shell2,0.164069,0.161552,0.6770615388311981,0.12840435290631466
af_shell3,0.164077,0.161377,0.6770615388311981,0.12840435290631466
af_shell4,0.164012,0.161708,0.6770615388311981,0.12840435290631466
af_shell5,0.163954,0.161529,0.6770615388311981,0.12840435290631466
af_shell6,0.164141,0.161556,0.6770615388311981,0.12840435290631466
af_shell7,0.164002,0.161702,0.6770615388311981,0.12840435290631466
af_shell8,0.164136,0.16139,0.6770615388311981,0.12840435290631466
af_shell9,0.164068,0.161574,0.6770615388311981,0.12840435290631466
aft01,0.005288,0.005288,0.0,0.0
aft02,0.005195,0.005195,0.0,0.0
airfoil1,0.004332,0.004332,0.0,0.0
airfoil1_dual,0.004654,0.004654,0.0,0.0
airfoil_2d,0.006361,0.006361,0.0,0.0
ak2010,0.00697,0.00697,0.0,0.0
al2010,0.016276,0.016276,0.0,0.0
amazon-2008,0.066611,0.066611,0.0,0.0
amazon0302,0.015373,0.015373,0.0,0.0
amazon0312,0.043093,0.041644,0.7035239155640812,0.5387458767539889
amazon0505,0.044667,0.044667,0.0,0.0
amazon0601,0.044988,0.044988,0.0,0.0
analytics,0.021564,0.021564,0.0,0.0
apache1,0.007513,0.007513,0.0,0.0
apache2,0.063155,0.063155,0.0,0.0
appu,0.036203,0.030446,0.5746444186087414,0.5176571632099454
ar2010,0.012395,0.012395,0.0,0.0
arc130,0.004625,0.004625,0.0,0.0
as-22july06,0.006492,0.006492,0.0,0.0
as-735,0.00708,0.00708,0.0,0.0
as-Skitter,0.247881,0.247881,0.0,0.0
as-caida,0.00762,0.00762,0.0,0.0
ash292,0.004501,0.004501,0.0,0.0
asia_osm,0.475337,0.474984,0.2952275739332723,0.006902507862742348
astro-ph,0.007245,0.007245,0.0,0.0
atmosmodd,0.105769,0.105769,0.0,0.0
atmosmodj,0.105804,0.105804,0.0,0.0
atmosmodl,0.121197,0.121197,0.0,0.0
atmosmodm,0.121077,0.121077,0.0,0.0
audikw_1,0.700801,0.685838,0.6627373502318541,0.41779511056254093
aug2d,0.005439,0.005439,0.0,0.0
aug2dc,0.005255,0.005255,0.0,0.0
aug3d,0.005451,0.005451,0.0,0.0
aug3dcqp,0.005581,0.005581,0.0,0.0
auto,0.086545,0.086545,0.0,0.0
av41092,0.015791,0.015791,0.0,0.0
az2010,0.017184,0.017184,0.0,0.0
b2_ss,0.005137,0.005137,0.0,0.0
b_dyn,0.004881,0.004881,0.0,0.0
barrier2-1,0.044147,0.044147,0.0,0.0
barrier2-10,0.044853,0.044853,0.0,0.0
barrier2-11,0.044815,0.044815,0.0,0.0
barrier2-12,0.044813,0.044813,0.0,0.0
barrier2-2,0.044272,0.044272,0.0,0.0
barrier2-3,0.044249,0.044249,0.0,0.0
barrier2-4,0.044244,0.044171,0.85,0.47138131422516566
barrier2-9,0.0449,0.0449,0.0,0.0
barth,0.005384,0.005384,0.0,0.0
barth4,0.004627,0.004627,0.0,0.0
barth5,0.005082,0.005082,0.0,0.0
bauru5727,0.005747,0.005747,0.0,0.0
bayer01,0.006442,0.006442,0.0,0.0
bayer02,0.004986,0.004986,0.0,0.0
bayer03,0.005204,0.005204,0.0,0.0
bayer04,0.005839,0.005839,0.0,0.0
bayer05,0.005069,0.005069,0.0,0.0
bayer06,0.004756,0.004756,0.0,0.0
bayer07,0.004757,0.004757,0.0,0.0
bayer08,0.004688,0.004688,0.0,0.0
bayer09,0.00534,0.00534,0.0,0.0
bayer10,0.005044,0.005044,0.0,0.0
bbmat,0.014647,0.014647,0.0,0.0
bcircuit,0.006991,0.006991,0.0,0.0
bcspwr04,0.004302,0.004302,0.0,0.0
bcspwr05,0.004953,0.004953,0.0,0.0
bcspwr06,0.00488,0.00488,0.0,0.0
bcspwr07,0.004909,0.004909,0.0,0.0
bcspwr08,0.004943,0.004943,0.0,0.0
bcspwr09,0.004816,0.004816,0.0,0.0
bcspwr10,0.005141,0.005141,0.0,0.0
bcsstk02,0.004626,0.004626,0.0,0.0
bcsstk04,0.004445,0.004445,0.0,0.0
bcsstk05,0.004352,0.004352,0.0,0.0
bcsstk06,0.004739,0.004739,0.0,0.0
bcsstk07,0.004503,0.004503,0.0,0.0
bcsstk08,0.004862,0.004862,0.0,0.0
bcsstk09,0.004501,0.004501,0.0,0.0
bcsstk10,0.0046,0.0046,0.0,0.0
bcsstk11,0.004751,0.004751,0.0,0.0
bcsstk12,0.004674,0.004674,0.0,0.0
bcsstk13,0.004993,0.004993,0.0,0.0
bcsstk14,0.004896,0.004896,0.0,0.0
bcsstk15,0.00526,0.00526,0.0,0.0
bcsstk16,0.006071,0.006071,0.0,0.0
bcsstk17,0.006842,0.006842,0.0,0.0
bcsstk18,0.005621,0.005621,0.0,0.0
bcsstk19,0.004268,0.004268,0.0,0.0
bcsstk20,0.004487,0.004487,0.0,0.0
bcsstk21,0.004478,0.004478,0.0,0.0
bcsstk23,0.004672,0.004672,0.0,0.0
bcsstk24,0.005322,0.005322,0.0,0.0
bcsstk25,0.006141,0.006141,0.0,0.0
bcsstk26,0.004678,0.004678,0.0,0.0
bcsstk27,0.004858,0.004858,0.0,0.0
bcsstk28,0.005556,0.005556,0.0,0.0
bcsstk29,0.007941,0.007941,0.0,0.0
bcsstk30,0.015787,0.015787,0.0,0.0
bcsstk31,0.011892,0.011892,0.0,0.0
bcsstk32,0.015696,0.015696,0.0,0.0
bcsstk33,0.00811,0.00811,0.0,0.0
bcsstk34,0.004399,0.004399,0.0,0.0
bcsstk35,0.012257,0.012257,0.0,0.0
bcsstk36,0.011051,0.011051,0.0,0.0
bcsstk37,0.011121,0.011121,0.0,0.0
bcsstk38,0.006487,0.006487,0.0,0.0
bcsstk39,0.016359,0.016359,0.0,0.0
bcsstm07,0.004499,0.004499,0.0,0.0
bcsstm08,0.004968,0.004968,0.0,0.0
bcsstm09,0.005008,0.005008,0.0,0.0
bcsstm10,0.004529,0.004529,0.0,0.0
bcsstm11,0.004835,0.004835,0.0,0.0
bcsstm12,0.004601,0.004601,0.0,0.0
bcsstm13,0.005537,0.005537,0.0,0.0
bcsstm21,0.005333,0.005333,0.0,0.0
bcsstm23,0.005168,0.005168,0.0,0.0
bcsstm24,0.005441,0.005441,0.0,0.0
bcsstm25,0.005303,0.005303,0.0,0.0
bcsstm26,0.005205,0.005205,0.0,0.0
